"","text"
"1","The corporatization of farmland is a major problem, particularly because it’s going to get in the way of regenerati… https://t.co/Ql5gj1NnQe"
"2","@BunglesLife It kind of seems like he never expected anyone to challenge him, that a carpet would be rolled out. He… https://t.co/lIgwbomTgu"
"3","@AutonomousAllie I wish influential people weren’t so quick to double down on their positions. DeSantis being borin… https://t.co/zmuzvEVJqz"
"4","If you really want to defeat the progressive mind virus that threatens all of western civilization, you must separa… https://t.co/3leuf8Fsjh"
"5","@StellaInForest Population has not declined since the Black Death in the 1350s. We are heading into virgin territor… https://t.co/ZBPvA03Qgq"
"6","@nickitruesdell1 These days, it’s just smart to be suspicious of every school institution unless they definitively… https://t.co/HJKwBrLGCc"
"7","@kriissaa_krae Obama Admin fuel efficiency rules actually unintentionally incentivized car manufacturers to build l… https://t.co/DF3JKao4hv"
"8","I have not been overly critical of Trump because I get why people like him. But everyone must understand that he is… https://t.co/3OohqD8SoN"
"9","If you actually believe that Trump is leading Biden by +5 or +7 points nationally, having not won the popular vote… https://t.co/0d9qkeeuL3"
"10","Nearly all institutions and corporations have been captured by progressive ideology. Conservatives need to stop exp… https://t.co/SQnlWXTUgc"
"11","@reeseonable Most of the criticism of the announcement was that it was boring. I think they’re so used to Trump tha… https://t.co/qVxIWU8kX1"
"12","@tallytina27 @zerofoxgiven21 @catturd2 You could see him in there. He didn’t leave until it was very clearly winding down."
"13","It’s not that Ron DeSantis talks about what his plans are, it’s that he has actually signed legislation concerning… https://t.co/I8443zydbp"
"14","@PresidentBlumph Are you okay?"
"15","@SadoLogan What a bad take. It’s a gator with the night glint, it’s on the prowl for big prey. Why is this so hard for folks to understand?"
"16","@KarolaVasale Is that Caucasian Jesus drinking a hazy IPA?"
"17","@harambe_fren If Joe Walsh says it the opposite is probably true. Guy is a bad take machine."
"18","@DeSantisPrez He exhausted all his cash too."
"19","@jakebkc88 Ron entrenches himself on Twitter, which Elon is working overtime to make the premier media institution… https://t.co/rpbAkFXetr"
"20","@MN9_Kels His daughters, who grew up in Soddom and were very likely affected by its sin, probably thought they were… https://t.co/bWfiRDXic8"
"21","@Tribble_Bait I think that this is something of a showcase to Elon to establish Twitter is a premier media outlet,… https://t.co/aNWcjFPsr0"
"22","None of them want to be the next Bud lite. This is why we keep up the pressure. https://t.co/uByIAGzpz9"
"23","@Duke_Libertas Trump currently has no presence on Twitter and now he won’t be able to return, which I fully expect… https://t.co/EPB3l1Kn5w"
"24","Elon gets to entrench one of the premier candidates on Twitter. Ron gets to entrench himself on Twitter where Trump… https://t.co/zrtXtr4gey"
"25","@SadoLogan @elonmusk Elon gets to firmly entrench one of the premier candidates on Twitter. Ron gets to firmly entr… https://t.co/RSK0kH7pff"
"26","@KenGardner11 The fact that the GOP can’t use the obvious fodder of San Fran and Portland to their advantage makes… https://t.co/f0KHGaxu7f"
"27","In a capitalist society the consumer is king. If you want to make a difference, take your money to places that you… https://t.co/wrrBDZpiTc"
"28","@BuckeyeChi5 I hope they mention his mediocre mayorship of a large Midwest town. He’s the poster dude for failing upward."
"29","@BunglesLife I think it’s a conglomerate of disaffected blue collar Democrats, grifters, and people who hadn’t vote… https://t.co/7rPdd6cFvG"
"30","When you realize that not one of these people has been held accountable or fired, it makes perfect sense why child… https://t.co/YgB2CAWuKm"
