"","text"
"1","@NYTnickc Michigan smokes that.I’m sure others do too if I thought about it."
"2","@RealSkipBayless @undisputed I will remember LeBron’s 38 year old season being much better and more successful than… https://t.co/eDVCUcYED1"
"3","@Aaron_Torres Hard to believe a Dukie being arrogant or condescending."
"4","@RealSkipBayless MJ wouldn’t have been tired cause he’d been home resting for over a month at this point when he was 38."
"5","@LanceMcAlister Nobody could win with this team.Bell has done a good https://t.co/BNUHf9APmM far this season their… https://t.co/ZtHRWxU83y"
"6","@GoodmanHoops Good riddance."
"7","@GoodmanHoops And we wonder why college basketball officiating is so bad."
"8","@GoodmanHoops The NCAA is incompetent at almost everything but for some reason the Higgins defenders trust them whe… https://t.co/1nvDEhtKKq"
"9","@jasonrmcintyre Great!Kyrie gets to destroy another franchise.This isn’t the same LeBron of 7 years ago that could win with just anyone."
"10","@LanceMcAlister Reds finally starting to play like the teamI though they were."
"11","@hoopshype When he was on the Olympic teams and surrounded by great players and all he had to do was shoot.He looke… https://t.co/0Kt3j5IsgN"
"12","@ReturnofR The answer is easily Lou https://t.co/uUPwf4g9aV 12 year old nephew has had 4 guitar lessons and he soun… https://t.co/YGZNTsZgbX"
"13","@Wizardofsteel @ReturnofR I think I see the winner!"
"14","@LanceMcAlister @fccincinnati @MLS ....I had no idea."
"15","@TheHoopCentral Embiid"
"16","@LanceMcAlister Could have been the best to ever play if he’d ever https://t.co/VwZNDQGiVt and my friend would have… https://t.co/G0g7trkuA8"
"17","@TommyBeer @AmicoHoops Everyone is held to higher standards than politicians."
"18","@therealusoez @TheHoopCentral Boy,that sounds like a great deal for the https://t.co/A2K9hpbln6 could they turn tha… https://t.co/57N7QqTiWS"
"19","@TheHoopCentral It’s over.The nucleus is too old and the younger guys are just role players.Going to be a long… https://t.co/1uiMeeqLtA"
"20","@alderalmo The only time Kyrie has ever worked was with an his prime https://t.co/8qWZRqBTKB to answer your question,no."
"21","@cwebbonline @Acyn @andersoncooper Where is this “real” journalism?There’sno such thing."
"22","@HoopsHall Paris Crossing,Lexington,Deputy"
"23","@ReturnofR The question is not best.IMO  it’s Thriller and fairly easily.Born In the USA and Purple Rain are probably the next 2."
"24","@brianstelter @kaitlancollins Well you can tell she’s not interviewing a Democrat."
"25","@Burke_Franklin_ Sadak and Larkin are https://t.co/3OGRbiftva’s all business and no entertainment or humor.Thom dro… https://t.co/TMjMA6HUSz"
"26","@hoopshype Steve Kerr the smartest person ever."
"27","@ReturnofR People of the Southwind"
"28","@NotKennyRogers This is hilarious.Hillary Clinton is the last person that should be speaking on ethics.Well maybe B… https://t.co/VsvEM092lT"
"29","@brianstelter Brian,do Dems ever do anything wrong ?Judging by your Tweets and former TV show they’re perfect."
"30","@terrymeiners @NBCSports @nbc They didn’t show people in the crowd https://t.co/LC5qwPijBq least not as much as the… https://t.co/Ps7zhYwoWy"
"31","@RockNRoLL_85 Seger"
"32","@LegionHoops No"
"33","@NotKennyRogers That song has been played to death.There’s a long list of songs like that but it’s the one I hear m… https://t.co/JGITdc88kp"
"34","@LanceMcAlister It takes starting pitchers time to develope.Just look at the history of baseball.Almost every great… https://t.co/OMpzogjH1j"
"35","@brianstelter @SRuhle I’m sure there will be plenty of hard hitting questions."
"36","@michael_willis1 They probably drive their truck to the country,roll their window down,put down the tailgate ,drink… https://t.co/rNWbhvBaqf"
"37","@elic0Xx I was wondering about Dingle since his dad played for Cal.I hadn’t seen his name mentioned in connection t… https://t.co/lQE3vcIzYL"
"38","@crockpics Great album and I love them all.I’ll go with Ain’t Got No Money and The Famous Final Scene cause they ha… https://t.co/BckKaKpyAK"
"39","@RnRNationlive @RnRliveRadio Bon Jovi"
"40","@ReturnofR George"
"41","@ReturnofR Springsteen when he dumped the E Street Band."
"42","@ThatEricAlper That Helter Skelter(what the kids in my neighborhood called Charles Manson)was going to get out of p… https://t.co/umOXZMVxU3"
"43","@observer_sage @ThatEricAlper https://t.co/XJhB3pj6QM"
"44","@ReturnofR IDK if Bon Jovi had many great songs but they have a lot of silly lyrics."
"45","@Nthepost Can’t Jitterbug unless you’re in house #4.I know Phil Mullins agrees."
"46","@michael_willis1 I saw 3 blocked shots.That’s almost as many as Toppin had all season."
"47","@ThatEricAlper Has to be 60s.1980-84 may be best half decade but late 80s were terrible."
"48","@TimBrando Personally I prefer Croce to all of https://t.co/Y2eFJZ1JsZ many great songs in such a short period of time."
"49","@GregAnthony50 Even if it is true you may need to rephrase that.The best players ever are now on NBA rosters,get pa… https://t.co/QpUVSY4LDd"
"50","@NotKennyRogers Why is John Legend always on my TV and what makes him an expert on everything?He’s the new Melissa Etheridge."
"51","@brianstelter By “free press” he means liberal press."
"52","@RealSkipBayless That Tweet didn’t age well."
