"","text"
"1","🇷🇺=☠️😂 @MedvedevRussiaE @mfa_russia @EmbassyofRussia @RusEmbUSA https://t.co/Eeg4F0pnTF"
"2","@KyivIndependent Take this with a dump truck load of salt. Milley is a Bumbling Cowardly Buffoon. Just ask those wh… https://t.co/vcej8vv53N"
"3","@MedvedevRussiaE @mfa_russia 
🤣🇷🇺=☠️ https://t.co/YpGxJsuVyg… https://t.co/YpGxJsuVyg"
"4","@PhotoWander 😂😂😂"
"5","😂😂😂 https://t.co/Ini7nPW30j"
"6","@TheDiplomad @N76247476Man #Valiant #Brave #MedalOfFreedomWorthy #Sainthood?"
"7","@FreeUkraine91 Millions of🇺🇸s are thinking of and
🙏ing for you…every day.

🇺🇦🙏"
"8","You GO Gurl!!! https://t.co/NGOwwVMu4p… https://t.co/NGOwwVMu4p"
"9","@InnocenceCapit1 https://t.co/FarHoCSsfK"
"10","@InnocenceCapit1 https://t.co/Jsi9DAkj0s"
"11","@InnocenceCapit1 https://t.co/fehhlZ9dTU"
"12","@InnocenceCapit1 https://t.co/z1ZH31hmtt"
"13","@juliasskr @nitro19820 Looks kinda like a good ole Appalachian Porkfest to me.🐽😏 https://t.co/bPq5GafOWh… https://t.co/bPq5GafOWh"
"14","@juliasskr Heard that from a friend. I’m more of an EV Olive Oil than Salo kinda-guy.🤷🏽‍♂️😜"
"15","@juliasskr Few things exist in life more erotically-stimulating, yet peacefully soothing than slathering oneself 2… https://t.co/U1LGCsV5IV"
"16","https://t.co/5D9aGyDeCW"
"17","@afitnessmodel @juliasskr 3x lifetime supply…unless you have a 👱‍♀️family member w/a healthy yet concerning mutant… https://t.co/cnvU9vJJdr"
"18","@simonateba Nope."
"19","@juliasskr The Veg commitment evidently the way of the🦤, tak? https://t.co/JPMbmoMma0"
"20","Chicken Jellooo…or Jellooo Chicken…à l’Izolda?!? Which came 1st, the 🐓or the Jello? https://t.co/z8MS7hzSqU"
"21","#FauxcahontasSacajaweaWarren has shapeshifted into #AliquaSharptonWarren https://t.co/YihQuKzpa6"
"22","@Headder86 @timber001 Head…you’re OBVIOUSLY no stranger to giving it.
#TubeSteakSmotheredInFruitOfTheLooms"
"23","@timber001 Sooo…what you’re saying is that Bidunce The Utterly-Corrupt, Feckless, Dementia-Riddled, Imbecilic Cowar… https://t.co/SqEy6nODen"
"24","@jfahmy @Pharmdca https://t.co/KjudshPxwT"
"25","@Pharmdca 👍🏽"
"26","🇷🇺=💩 @MedvedevRussiaE @EmbassyofRussia @juliasskr @RusEmbUSA @mfa_russia @RussianEmbassy @RussianEmbassyC… https://t.co/TdAyZ5OpxZ"
"27","@juliasskr Not…😏"
"28","@SergijOleksandr 🇺🇦🙏"
"29","@BioMan944918473 I believe that the lockup ends on 6/22, but will check into it. Also, you  can go back through… https://t.co/zvM06zjkY9"
"30","@Dadbod4evah https://t.co/HewDpaTP58"
