"","text"
"1","Remember when I asked if someone could explain to me why companies @budlight @Target …. Are pushing the trans/pedo… https://t.co/Fw1ZOuN925"
"2","The Alphabet Nazi’s are VIOLENT ‼️👇🏻🤡🌎 https://t.co/nHXQ603Li3"
"3","👇🏻👀‼️ https://t.co/HfWTcK6HVd"
"4","They are getting closer ‼️ https://t.co/vZ731Am5Cc"
"5","Founder of Planned Parenthood👇🏻Evil👿 https://t.co/rwxWJJNY29"
"6","The alphabet peeps are the VIOLENT ones‼️👇🏻👀 https://t.co/piH4SdXfJv"
"7","@AdamKinzinger Do you read your own tweets? U R Cray-Cray. For Real‼️"
"8","@Ablonde20211 @Walmart @Target I know. My @Target substitution will be @FredMeyerStores than Walmart."
"9","@IvanRaiklin @michellewittho1 @M5NewsTx @rayeppslawyer @HelpStopHate @FreedomExpressM @ReffittNicole @TheRealJ6Bae… https://t.co/35oCIjZtHa"
"10","@jacobsaces1 “They’ve” played a smart strategic game. But the game isn’t over. It’s painful to watch BUT I know who wins. Keep the faith."
"11","🤡 🌎 https://t.co/kL2MJ6BKBn"
"12","👇🏻👀👀👀 https://t.co/VSd1VCx8Rw"
"13","Notice how they have a rainbow “cross” as one othe graphics👺👿👇🏻 https://t.co/K3ZKLaiQWq"
"14","@KimmarieHD @rawsalerts 🤣"
"15","White supremest in black face and other MAGA followers loot @Target‼️👇🏻 For realz, peeps🤦🏼‍♀️ https://t.co/yy7XZjE2jH"
"16","@GDHolcombe @NJBeisner @jkmotoman 💯"
"17","LOVE THIS‼️LOVE HER👇🏻 https://t.co/lE977s0Hdg"
"18","These are really white people in black face, just sayin.😅 https://t.co/DCA4vXqpDK"
"19","@waywardsaxon2 I do have faith that good does conquer but the ache and pain is real and I feel it all."
"20","Upside down world in our face‼️ I had to read this twice . The guy who points out the other guy is drunk on the job… https://t.co/XP8seknDVL"
"21","Of course he was👿👺👇🏻 https://t.co/TcWJfJGA4A"
"22","👀👇🏻‼️ https://t.co/WJWSz3iNF4"
"23","🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️ https://t.co/Km0kt9unW6"
"24","Say What?👀👇🏻 https://t.co/nXUxkZ94DS"
"25","Wow👇🏻 https://t.co/Yu9gDzvLWB"
"26","@waywardsaxon2 I feel so helpless. I’m watching a tragic accident happen in slow motion and can’t stop it."
"27","What the actual 👇🏻👇🏻👇🏻 https://t.co/tq4PcqwHKB"
"28","‼️👇🏻‼️👇🏻 https://t.co/xWWnsDFZpR"
"29","America’s heart is breaking over this👇🏻18 years for WHAT? He loves America and wanted a stolen election exposed‼️ E… https://t.co/jIZVGRvNfQ"
"30","👀👇🏻 https://t.co/LDuMWAqtvy"
"31","How do we help these J6ers? This is UNJUST‼️Wrong‼️Evil‼️They are trying to break our spirits😔 https://t.co/A3caGigwZW"
"32","Pedo 👇🏻 https://t.co/ZBFBZuaFv7"
"33","@the_dadchef Also remember, This too shall pass❣️😊"
"34","They are openly coming after American loving patriots‼️👇🏻 https://t.co/tgYaFByHSH"
"35","‼️🛑🤬 https://t.co/LN2JvSV9G2"
"36","Drip 💧 drip 💧 drip👇🏻 https://t.co/ubwEtvcg72"
"37","🤬😢🛑‼️👇🏻 https://t.co/J2dqfojc0T"
"38","THIS‼️👇🏻🛑 https://t.co/TVu2gHMxob"
"39","🤬 https://t.co/spk25AjhL4"
"40","THIS‼️👇🏻 https://t.co/jhHmEM4ryk"
"41","#TargetDealWithTheDevil #boycottarget https://t.co/Vw0mfrHFCY"
