"","text"
"1","@hezehua5 应该和邱少云黄继光一起入选共狗炮灰傻逼志"
"2","@tarndjd @WheelerW114514 https://t.co/g9IjNO8pMx"
"3","@WheelerW114514 @tarndjd https://t.co/OYuZgfLOB9"
"4","@WheelerW114514 @tarndjd https://t.co/fxqfRmR0H0"
"5","@tarndjd 土砂碑不用来拉尿拉屎还能做啥?"
"6","@ananavarro Joe Biden is a pedo who sexually fondled his own daughter."
"7","@JejBoudreau @CorpsMarine69 @ananavarro get out .  you are not even American"
"8","@LonelyWarriorMa 烤鸭或者烤肉更应景"
"9","@SteSierra apoears to be a woke cake. pretty disgusting."
"10","@USA_China_Talk that bitch had it coming."
"11","@huskypuppies111 我是每几个星期就注册个新户口。有时是每几天。"
"12","@callmexiaobianr 支那被彻底肢解才是符合世界和平地区稳定的事情。"
"13","@BillboardChris I refuse to shop at target bc i dont want to see UGLY products."
"14","@MaryEmerso94886 @huskypuppies111 @T__Ali__10 谁是恐怖分子? 上街游行的北京市民还是大学生"
"15","@david2017518 @Nobody197575 他说这个好吃 我也起码听了3遍。我甚至也买了尝试。不难吃。挺好吃。但不吃也不会去想。"
"16","@bobobobobo80651 @BumiaoCiao @YbZATjY0wL22MZ8 hey what difference does it make anymore?  I am against you and I am… https://t.co/VN2lcUpvvO"
"17","@bobobobobo80651 @BumiaoCiao @YbZATjY0wL22MZ8 美国人 加州居民"
"18","@bobobobobo80651 @BumiaoCiao @YbZATjY0wL22MZ8 没去过台湾。"
"19","@ChooLucia 德胖過去幾個星期是得意忘形了。唉。其實我一直希望他能在2032年競選總統。"
"20","@bobobobobo80651 @YbZATjY0wL22MZ8 沒去過台灣。"
"21","@DanCham03014042 nothing beats a SIG (M11)"
"22","@bobobobobo80651 @YbZATjY0wL22MZ8 支那嘴泡"
"23","@POTUS warrior my ass. `anothet woke hire"
"24","@huskypuppies111 這種反共不反支那的民逗。"
"25","@JoeyMannarinoUS why would anyone want to give a fuck abt a FAFO bitch"
"26","@xntyn3 @RES4HC @lijchng493589 @lionJack18 @ribenren66 @Kawhkmoe @bbcchinese 又见屌丝在犯法翻墙啊。 https://t.co/epupaXIY7G"
