"","text"
"1","@RepDonaldsPress @PressSec Thank you Byron Donald’s
Say NO to Mckenry"
"2","@RepDonaldsPress Say NO to McKenry🇺🇸🇺🇸🇺🇸"
"3","@SenRickScott No to Mckenry🇺🇸🇺🇸🇺🇸"
"4","@GOP No to Mckenry🇺🇸🇺🇸🇺🇸"
"5","https://t.co/qKoWgQhSIp"
"6","https://t.co/B7xLasiGBb"
"7","https://t.co/EKOtTqpJNA"
"8","@SGTValadez Thank you for your service🇺🇸🇺🇸🇺🇸"
"9","@SGTValadez My President✝️✝️✝️"
"10","@DerrickEvans_WV Florida"
"11","@SUBRATA30016572 Yes"
"12","https://t.co/6ILFW6611n"
"13","Let’s see what other companies get added to this list in the coming days-weeks-months. Nobody escapes this. https://t.co/qLEWnKnKRu"
"14","Target becomes latest company to face backlash for its Pride collection targeting children https://t.co/OSIPOkrv9x"
"15","https://t.co/wjMsG74pXH"
"16","@swaggsheila1 @DianneJanssen3 🙏🙏🙏"
"17","https://t.co/OXL403ZQJW"
"18","https://t.co/LDc3XC0Ty9"
"19","https://t.co/PApNhzHR9x"
"20","@RepRalphNorman  outstanding interview on Just the News.
Please don’t cave. Finally getting something accomplished."
"21","https://t.co/8bwukAUoTE"
"22","https://t.co/FJiaxRD73V"
"23","@Eloise93833941 Amen🙏🙏🙏"
"24","@HisBride1111 🙏🙏🙏"
"25","https://t.co/CBDu1lHxLC"
"26","@DailyNoahNews Yes"
"27","@__TEAM_USA Yes"
"28","https://t.co/17AxEzARAs"
"29","@The_Trump_Train Yes"
"30","https://t.co/bJh9swZgmY"
"31","https://t.co/x6rbtCnepE"
"32","https://t.co/564SmXxPlu"
"33","https://t.co/Qhxjb1rkJz"
"34","@__TEAM_USA Yes"
"35","@SUBRATA30016572 Yes"
"36","@WeThePeople021 Hope so"
"37","https://t.co/iUZpgfyA4t"
"38","https://t.co/I6nl9SFa0n"
"39","@DontInfringeMe Spot on🇺🇸🇺🇸🇺🇸"
"40","@Chicago1Ray 🙋‍♀️"
"41","@The_Trump_Train No"
"42","@The_Trump_Train Yes"
"43","https://t.co/hv4h3rhkDT"
"44","@The_Trump_Train Yes"
"45","@SUBRATA30016572 Indicted"
"46","https://t.co/ZAKE5pjogM"
"47","@SUBRATA30016572 Yes"
"48","https://t.co/bmxuYufUMn"
"49","https://t.co/PyXM24rJUx"
