"","text"
"1","@AdamKinzinger Do you read your own tweets? U R Cray-Cray. For Real‼️"
"2","@Ablonde20211 @Walmart @Target I know. My @Target substitution will be @FredMeyerStores than Walmart."
"3","@IvanRaiklin @michellewittho1 @M5NewsTx @rayeppslawyer @HelpStopHate @FreedomExpressM @ReffittNicole @TheRealJ6Bae… https://t.co/35oCIjZtHa"
"4","@jacobsaces1 “They’ve” played a smart strategic game. But the game isn’t over. It’s painful to watch BUT I know who wins. Keep the faith."
"5","🤡 🌎 https://t.co/kL2MJ6BKBn"
"6","👇🏻👀👀👀 https://t.co/VSd1VCx8Rw"
"7","Notice how they have a rainbow “cross” as one othe graphics👺👿👇🏻 https://t.co/K3ZKLaiQWq"
"8","@KimmarieHD @rawsalerts 🤣"
"9","White supremest in black face and other MAGA followers loot @Target‼️👇🏻 For realz, peeps🤦🏼‍♀️ https://t.co/yy7XZjE2jH"
"10","@GDHolcombe @NJBeisner @jkmotoman 💯"
"11","LOVE THIS‼️LOVE HER👇🏻 https://t.co/lE977s0Hdg"
"12","These are really white people in black face, just sayin.😅 https://t.co/DCA4vXqpDK"
"13","@waywardsaxon2 I do have faith that good does conquer but the ache and pain is real and I feel it all."
"14","Upside down world in our face‼️ I had to read this twice . The guy who points out the other guy is drunk on the job… https://t.co/XP8seknDVL"
"15","Of course he was👿👺👇🏻 https://t.co/TcWJfJGA4A"
"16","👀👇🏻‼️ https://t.co/WJWSz3iNF4"
"17","🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️ https://t.co/Km0kt9unW6"
"18","Say What?👀👇🏻 https://t.co/nXUxkZ94DS"
"19","Wow👇🏻 https://t.co/Yu9gDzvLWB"
"20","@waywardsaxon2 I feel so helpless. I’m watching a tragic accident happen in slow motion and can’t stop it."
"21","What the actual 👇🏻👇🏻👇🏻 https://t.co/tq4PcqwHKB"
"22","‼️👇🏻‼️👇🏻 https://t.co/xWWnsDFZpR"
"23","America’s heart is breaking over this👇🏻18 years for WHAT? He loves America and wanted a stolen election exposed‼️ E… https://t.co/jIZVGRvNfQ"
"24","👀👇🏻 https://t.co/LDuMWAqtvy"
"25","How do we help these J6ers? This is UNJUST‼️Wrong‼️Evil‼️They are trying to break our spirits😔 https://t.co/A3caGigwZW"
"26","Pedo 👇🏻 https://t.co/ZBFBZuaFv7"
"27","@the_dadchef Also remember, This too shall pass❣️😊"
"28","They are openly coming after American loving patriots‼️👇🏻 https://t.co/tgYaFByHSH"
"29","‼️🛑🤬 https://t.co/LN2JvSV9G2"
"30","Drip 💧 drip 💧 drip👇🏻 https://t.co/ubwEtvcg72"
"31","🤬😢🛑‼️👇🏻 https://t.co/J2dqfojc0T"
"32","THIS‼️👇🏻🛑 https://t.co/TVu2gHMxob"
"33","🤬 https://t.co/spk25AjhL4"
"34","THIS‼️👇🏻 https://t.co/jhHmEM4ryk"
"35","#TargetDealWithTheDevil #boycottarget https://t.co/Vw0mfrHFCY"
"36","RELEASED WITHOUT CHARGES⁉️Make this make sense, someone, plz. https://t.co/IIrpgzTN4k"
"37","All the death for a lie👇🏻 https://t.co/9fStXHc1T3"
"38","👇🏻‼️🤬👇🏻 https://t.co/ppxcBUEUu8"
"39","@RepAdamSchiff YOU are a LIAR 🤥"
"40","@texascarlos22 Thank you for being strong enough to expose this‼️ If not you, than who?"
"41","NOT EVEN AN AMERICAN CITIZEN 🤬 But he is apparently a white supremacist.
🤷🏼‍♀️👇🏻 https://t.co/E8xdIWhjcO"
"42","@ChuckCallesto I’ve seen a couple tweets referencing that these companies have been paid by “someone” to purposeful… https://t.co/5FnWMZ9NYH"
"43","@jordanbpeterson @Scott_Wiener He’s as on board as any evil being could be."
"44","WOW‼️WOW‼️Just, WOW‼️ PlZ click on the link….👇🏻 https://t.co/n3QSWVIh8S"
