"","text"
"1","@simonateba @FoxNews @realDonaldTrump @seanhannity PRE-TAPED?? NOPE"
"2","@RBReich and Your team sends $150 Billion to Ukraine"
"3","@karol @LauraLoomer I stopped reading when I saw,  USSR"
"4","@TomFitton @SpeakerMcCarthy @nytimes @SpeakerMcCarthy will cave for sure..Ukraine will get more $$"
"5","@DavidCWillisUSA @ChristinaPushaw @JeremyRedfernFL and what about Bobble Head or Sleepy Joe?"
"6","@Ilhan so they could Dance on Video for TikTok??"
"7","@heyitsmeCarolyn Because of Big Mike"
"8","Fold coming...just wait https://t.co/MGmNv8kS8l"
"9","so the ""Fake Win"" will be when McCarthy says, we averted the default by reducing the number of new IRS agents by 70… https://t.co/Tm0qRjW0pp"
"10","@BuckSexton I’m still voting Trump over Desantis, and Vivek over Desantis. &lt;-- See the Period?"
"11","@moderated_mike @benshapiro of course not everybody wants Trump, they are called Never Trumpers...and one of the le… https://t.co/KoEI1fwDpa"
"12","@RobertKennedyJr it was unanimous, now you're smarter than SCOTUS?"
"13","@benshapiro What scares me about DeSantis today?
All the RINO’s want him to be the guy"
"14","@Pro__Trading He has been Infected since 2015😂"
"15","I do wonder, as @dbongino did, was the deep state behind the Spaces Crash?"
"16","@RBReich stop spending &amp; sending our money to Ukraine"
"17","@ThaWoodChipper Wrong, why would he Trust Twitter and Musk since he is Supporting DeSaster?"
"18","@TomiLahren If DeSaster is the Nominee, he will loose, because this Republican will not vote for him, ever."
"19","@KimDotcom @Bundeskanzler see...ping pong 🤣"
"20","@alx Not going to happen imo...why would he Trust Twitter?"
"21","@KimDotcom you are like a ping pong ball....all over the place"
"22","@marklevinshow No, but ask him about Sponsoring a Bill to allow Puerto Rice into the union as a State H. R. 6246

D… https://t.co/x4Go7QlLRY"
"23","Me too...Great Meme https://t.co/aQGnHe02EQ"
"24","@LauraLoomer @marklevinshow He Gets Paid by Fox News...all I need to know"
"25","do you know, DeRino Sponsored a Bill to allow Puerto Rice into the union as a State H. R. 6246? https://t.co/2ipJQ8yeJU"
"26","@lindayacc nice job CEO....lmao"
"27","@nicksortor @TuckerCarlson I saw 600k+ when it crashed"
"28","@Timcast Guaranteed NOT to get my vote. 
Drain DeSwamp VOTE Trump 2024"
"29","@DavidSacks Drain DeSwamp - MAGA Trump 2024"
"30","@TaraBull808 @elonmusk are you surprised it crashed...lol"
"31","And I see you Still Have No Blue Checkmark!!😡 https://t.co/QN3mHUJpDI"
"32","@CaseyDeSantis You ruined Florida!!  TRUMP 2024"
"33","@GrahamAllen_1 you're still watching  @FoxNews ?? So Sad Graham"
"34","@ClownWorld_ or he gets shot"
"35","@atensnut video of him breaking the law?"
"36","@ksorbs been done"
"37","@SenStabenow Ukraine Paid Us?"
"38","@w_terrence don't blame that on smoke!!! blame it on Pills"
"39","@desertlife88 how the Fuk does she wipe that Crack?"
"40","Justice Neil Gorsuch Speaks Out Against Lockdowns and Mandates  https://t.co/PXIvvKffVz via @brownstoneinst"
"41","@TomFitton must be Canada, and they put their seatbelts on, after the 2nd rearend? not too bright"
"42","@disclosetv It don't matter what you ""reintroduce"" the 1st Amendment will not be overridden."
"43","@robreiner Not to Mention the Abortions you support... smh"
"44","@KashsCorner he was appointed by Bill Barr, enough said?"
"45","@atensnut Who, Mike Obama?"
"46","@catturd2 cya, wouldn't wanna bya"
"47","@alx Neither should be able to, wtf...it is called bribes"
"48","@MattWallace888 No, I support the 1st Amendment"
"49","@HarrisonKrank DINO's"
"50","@LauraLoomer No, I would support Joe Manchin as a D VP"
"51","@DanCrenshawTX You need to be Impeached also"
"52","@bennyjohnson SAD"
"53","@ggreenwald 2, let's see if we got that right.. 2016, 2018, 2020, 2022.... looks a bit short. And do you think they will stop?"
"54","420 Budds OGG 5/17/23 https://t.co/7l3KRhjsqA"
"55","@NEWSMAX Trump 2024"
"56","@ACTBrigitte but #FakeNews @NEWSMAX just yesterday said Biden was up by 6pts"
"57","@jontester I think the Babies matter"
"58","@RepSwalwell You may be Right, they assisted in the Coup d'état against President Trump"
"59","@SenStabenow Then Why did you send over 100 Billion Dollars to Ukraine?"
"60","🔴 F*CK YOUTUBE: CROWDER HIT 5x! IT'S TIME TO UNITE! | Louder with Crowder https://t.co/KXREVTStNj"
"61","@BohemianAtmosp1 maybe 15, local weather"
"62","@JackPosobiec 8 more years!"
"63","@NEWSMAX Fake News Wannabe...Trump 2024"
"64","@PicturesFoIder bugs"
"65","@MistersHomeRoom Am I a MAGA Bot??? I lived in Florida for 10 years... It was Great Before DeSantis. Trump 2024 &amp; 2028"
"66","I cut Cable years ago, Much Happier! https://t.co/j7yGjPTBoB"
"67","@NEWSMAX you're Fake News Too?!!?!"
"68","@BarackObama
&amp;
@HillaryClinton
Orchestrated a Coup d'état, and Must be held accountable for Justice, they committed… https://t.co/Tl19rMgCV9"
"69","@BarackObama &amp; @HillaryClinton 
Orchestrated a Coup d'état, and Must be held accountable for Justice, they committe… https://t.co/GTyDwKXXwh"
"70","Coup d'état"
"71","@GeraldoRivera and they stopped? 🧐😅"
"72","@TGowdySC Any thoughts on your ""Beloved"" FBI that perpetrated a Coup against our President, after they falsely started Crossfire Hurricane?"
"73","@SpeakerMcCarthy are you not going to mention the Durham Report? You will be Impeached and replaced"
"74","@bennyjohnson use rumble, not Censortube"
"75","@KLVeritas @GregAbbott_TX I guess he is ending his political career"
"76","LET'S SEE IF IN 1 WEEK, TWITTER IS STILL PISSED OFF ABOUT OUR PRESIDENTAL COUP?!"
"77","@HillaryClinton JAIL, JAIL, JAIL,JAIL, JAIL, JAIL,JAIL, JAIL, JAIL,JAIL, JAIL, JAIL,JAIL, JAIL, JAIL,JAIL, JAIL, JA… https://t.co/UFPzAS8y1m"
"78","@elonmusk @mysteriouskat says the richest guy in the sim..."
"79","@GeorgeTakei Not this Kirk"
"80","@elonmusk @krassenstein Will the Censorship Regime Like her?"
"81","@DrTedros @G7 Rule #1, Never Listen to WHO"
"82","@elonmusk @micsolana how about Talking with loved ones and Reading the Bible?"
"83","Great Question, How did they get to the richest man in the world? https://t.co/4b0rXX9y5V"
"84","@SpeakerMcCarthy IMPEACH HIM... WE ALL KNOW IT WON'T SUCSEED, BUT IT WILL STOP THE SENATE FROM MORE JUDGE APPOINTMENTS"
"85","@cafreeland OMG, Royal Assent???"
"86","@LaGroove82 nope"
"87","@KarliBonnita Best speech of the Day imo🧐💯🎖️"
"88","@charliekirk11 Nov. 8, 2020"
"89","@JustinTrudeau how do you make this money you are giving out? That's right, you print and take"
"90","@elonmusk @Lukewearechange WEF??"
"91","@elonmusk WORRIESOME"
"92","I saw that too! https://t.co/IXCbIUkb6h"
"93","@GovLarryHogan Funny you're calling them ""Trump's CNN"""
"94","Donalds 2028 https://t.co/jawaHnuDRh"
"95","LMAO 🤡😃😄😆😅🤣😆 https://t.co/sJX9jTDbqO"
"96","@scrowder I hated you ""Talking for Trump"" shut your face lugnut and let the President Speak!"
"97","@HarrisonKrank You're serious? I bet it was CNN's Highest Rated show of the Year, Want to Bet me??"
"98","“I just want people to stop dying” ""Drill Baby Drill"" Ratings Monster- I bet it was CNN's Highest Rated show in YEARS!!"
"99","@MattWallace888 Good God No!!! He should and did Stay as far away as you can from that hole"
"100","420 Budds OGG 5/10/23 https://t.co/23svZUd6Hl"
"101","@SpeakerMcCarthy https://t.co/bLsLZGq4hU"
"102","@NEWSMAX We expected Nothing less from this Carpetbagging Rino... how long until he announces?"
"103","@Cernovich it will be Trump or No one for me"
"104","@prcmamat So sorry you had to see that😭, he is in a better place🤟. God Bless You!"
"105","@elonmusk 🤟YES there is🤟"
"106","God Bless Tucker! https://t.co/Zla3whBCGs"
