"","text"
"1","Yeppers 👍👍👍 https://t.co/YyePDRMryH"
"2","They know what's up https://t.co/qH6FPoisrT"
"3","@raginrobbbin Np"
"4","@47DeSantis I like what he has done for Florida but We need a person who knows all the bad actors of the deep state… https://t.co/jcD7af8h6J"
"5","@marcelteloma Soros went on MSN and said he was backing DeSantis plus check his involvement with the WEF and check… https://t.co/MG26XXsFzY"
"6","@Don1JC Fair winds and following seas brother RIP #honorthefallen"
"7","@kylenabecker Biological warfare I have been saying it from the start!!!! China seeded the virus by sending people… https://t.co/WeVi29hqFb"
"8","@marewho12 This Makes The Pages of WTF"
"9","@marine4life0351 Hope to hear from you soon brother 🙏 4 U"
"10","@JDunlap1974 Listen folks ol Ronnie boy is playing ball with the globalist Trump can take the deep state down Ronni… https://t.co/I5J2gYbyhJ"
"11","@NORDtheAFC Trump"
"12","@Lucyblululu Yep that's the plan they know sleepy Joe is done so plan 1 throw division into the GOP find a shill th… https://t.co/TS4BLovgiL"
"13","@mountaindroppin @topcat1460 Wow that's  a  interesting statement truth about this is DeSantis is a globalist who S… https://t.co/Q3c5SN8asn"
"14","@maryannrath20 @topcat1460 @MikeLee762 Neither will I"
"15","@topcat1460 @maryannrath20 @MikeLee762 Heck yeah"
"16","💯👍 https://t.co/lFyuzqcqqm"
"17","@scop49 BRAVO ZULU brother"
"18","@marcelteloma Yah ok we will see Trump has a 42 point lead so good luck I can't believe that people are falling for… https://t.co/13nAAGGQpL"
"19","@NickAdamsinUSA Yeppers get rid of the machine's that have backdoors for outside access via the internet so the bad… https://t.co/ECZ8aH0Tyu"
"20","Yes Yes Yes https://t.co/gwm6eRRcaJ"
"21","Well Hellzzz yah I am https://t.co/ke11mX0r0G"
"22","@DrowTrickster @marcelteloma Interesting very interesting good point 👍"
"23","@kylenabecker I'll arrest his azz on the spot after the training 😂😂😂"
"24","@MittagSteven @ManicContrarian I know the pain brother"
"25","@marcelteloma He knows what the globalist are up to they are using DeSantis to split the republican voters and they… https://t.co/g4sUqBb9HX"
"26","@elonmuskewl True freedom I will explain
https://t.co/QcNLIT4wOr cell phone
https://t.co/BFFgSDWJjw cell phone… https://t.co/Khj4AcjRGf"
"27","@WhereIsTruth23 👍👍😅😅😂"
"28","@Lucyblululu I watched Soros say he was backing DeSantis plus he is buddies with the Bush family so yah the globali… https://t.co/nhXVBOFk7g"
"29","@RealDealAxelrod Amen I have 6 grandkids 4 boys 2 girls they are a true blessing"
"30","@Lucyblululu DeSantis is a globalist ffs Soros is backing him bottom line is we are in the middle of a PSYOP SH*t S… https://t.co/6x7Elgavui"
