"","text"
"1","@axios This isn't news. Disney was never going to go through with this plan. Disney DOESN'T HAVE THE MONEY TO PAY F… https://t.co/NoMfTIP6Dn"
"2","@ChrisCoble @dom_lucre It's ok I understand that you are set in your ways. I don't want to explain simple things th… https://t.co/IM8HnRrMbz"
"3","""Voting Laws Roundup: February 2023 | Brennan Center for Justice"" https://t.co/xOzfh3pTdU"
"4","@WokeArchive https://t.co/132fN2exN6"
"5","@rdstockton2009 @ReidFirm @johncardillo @RonDeSantis I agree 💯"
"6","@killymiller @bradthompsontx @ClipPolitics @dom_lucre What are you talking about? There was no evidence presented b… https://t.co/lSuIQ6rVJ9"
"7","@ChrisCoble @dom_lucre Until you look and find people who vote from underpasses and empty lots and on and on. Just… https://t.co/e7hzdB3Glu"
"8","@TheRedactedInc I believe VETERANS who have honorable service records &amp; want to serve  their communities by VOLUNTE… https://t.co/sKTI43MyMt"
"9","@RiglessJoe @TheRedactedInc Glad we have the 2nd amendment 🦅🇺🇲"
"10","@stillgray @darren_stallcup Only ones RUN BY DEMOCRATS. THIS IS EXACTLY WHAT THEIR POLICIES PRODUCE"
"11","@GavinNewsom SORRY YOU'RE WRONG AGAIN.  REAL QUESTION CAN YOU NAME ONE THING YOU HAVE BEEN ON THE WINNING SIDE OF EVER⁉️"
"12","@qhxwz_ @elonmusk @BillyM2k @JoeBiden No you won't https://t.co/uke4DeCdXZ"
"13","@PaintballWolf @giga_bull @GavinNewsom @WholeMarsBlog I think 🤔 you mean Gavin https://t.co/qyv25rt3GG"
"14","@4Mischief Thank God 🙏 he had a Gun"
"15","@LiberalHivemind This person said Satan her god is  send letters to promote depravity and perversion Satan. ANYTHIN… https://t.co/1sGq2Wz9C7"
"16","@sharonblack21 @CitizenFreePres Yep Satan is hers"
"17","@TheOfficerTatum No We don't. Maybe you do😂🤣"
"18","@InformedMama209 This is how they get uneducated voters to vote for bills and laws they normally would not vote for… https://t.co/bCMKRZ7jz6"
"19","@InformedMama209 You guys are exactly what THEY SHOULD BE SCARED OF. Thank you♥️By waking up your community  and sh… https://t.co/rk8SGv1uMm"
"20","@InformedMama209 MOMMA BEARS ARE ARE FIERCE PROTECTORS. WHEN DEFENDING THEIR CUBS MOMMA BEARS WILL FIGHT TO THE DEA… https://t.co/OOYUgPtdlq"
"21","@Hossenfaus1 @thevivafrei Ok he said there was only 2 choices. He was going to have fun and got a six pack. It's no… https://t.co/x7k5Z1VB6D"
"22","@ReidFirm @johncardillo @RonDeSantis He told the votes in Florida that he would finish his full term as governor an… https://t.co/BvzYr0xXem"
"23","@galleg000s @Dodgers These companies are being held hostage. The scoring system is set up to promote subversive and… https://t.co/DqHsSjcm6C"
"24","@charliekirk11 IT IS SAD THAT THESE PEOPLE ONLY DO THIS FOR ATTENTION. I WISH THEY HAD MORE GOING IN THEIR LIVES. M… https://t.co/KZTxonQMyi"
"25","@RealJamesWoods I am FU(K!NG THAT B!T(H🥊 UP UNLESS MY HUSBAND  GETS THERE 1ST. BUT I PROMISE ONE OF US WOULD BE IN… https://t.co/pQbllDmeL7"
"26","@stayoffmygame @Lee_Vertisce @RealJamesWoods THE PARENTS HAVE EVERY RIGHT TO  EDUCATE THAT PATHETIC MORBIDLY OBESE… https://t.co/di1KFiXxaX"
