"","text"
"1","@giftgab538 @kittenaround_51 Amen ❤️🌹❣️🇺🇸 https://t.co/lUzsyedQQf"
"2","@HouseGOP https://t.co/02MNQjV9pm"
"3","@catturd2 https://t.co/6x7uNagEvl"
"4","@RealJamesWoods https://t.co/4LXLFNFZa1"
"5","@gatewaypundit https://t.co/CbgKOLo0rG"
"6","@MayraFlores2022 https://t.co/CQtOOoSB9M"
"7","@MayraFlores2022 https://t.co/DY87Vl5hiL"
"8","@gatewaypundit RIP https://t.co/RHig1XWVks"
"9","https://t.co/GBdok3cGPh"
"10","@BeachcatTt @Christi50182606 https://t.co/AGGh0E1cE8"
"11","https://t.co/tKpIIOAmz9"
"12","https://t.co/hQ7BOrU1Q0"
"13","@NCMuscleCars001 @reneemize3 @Travis_in_Flint @FrancieShuder https://t.co/z56EHyzA47"
"14","@RealJamesWoods Give me 5 min wth that blob 🤬🤬🤬"
"15","@ImMeme0 @ProudElephantUS https://t.co/tLOF2bf8JU"
"16","@toddandmeg17 @gatewaypundit @catturd2 @realDonaldTrump https://t.co/iJ2VFnTsSI"
"17","@AmandaLarreni Agreed 👍🏻"
"18","@gatewaypundit https://t.co/7a3JSJNM9M"
"19","@TMZ https://t.co/gds6a1CEPl"
"20","@marklevinshow https://t.co/141FiXvk3a"
"21","@GovAbbott https://t.co/KMAYi3Lxkl"
"22","@FoxNews @KenPaxtonTX https://t.co/dtdoXOdFmq"
"23","@KenPaxtonTX https://t.co/6iTK0VP0YA"
"24","@The_Trump_Train Ron DeSantis ‼️‼️‼️‼️🗳️🗳️🗳️🗳️🗳️🗳️🗳️🗳️🗳️✅✅✅✅✅✅✅✅"
"25","@NEWSMAX @nebing https://t.co/MsO07usuno"
"26","@realannapaulina Thank You for standing up for The People ‼️‼️‼️✅✅✅✅✅✅ https://t.co/rSenz9Y407… https://t.co/rSenz9Y407"
"27","@DineshDSouza https://t.co/B2jNudDBlh"
"28","@catturd2 @MayraFlores2022 https://t.co/bxTcBu8EIl"
"29","@thedailyrabbit https://t.co/6iVmdTWLwH"
"30","@thedailyrabbit https://t.co/Q8kQlGgBCx"
"31","@LauraLoomer @Rightwingmadman @NoorBinLadin https://t.co/aWWFLwKxs3"
"32","@TMZ https://t.co/NQRWjgr3VN"
