"","text"
"1","I'm back! Thanks @elonmusk only took 4 tries 😆"
"2","@NerdForNintendo @prageru Nope, history is cool 
there's a really good mini-series about him on the history channel… https://t.co/IpOPEFoOaB"
"3","@DailyCaller Diabetes is bad 😳"
"4","@TennesseeAubie @__Donx @bigleaguepol It's a moron from the UK 🤣"
"5","@__Donx @bigleaguepol You live in the UK You have no idea what you're talking about 🤡"
"6","@__Donx @bigleaguepol Still doesn't mean a Trump supporter did it. You have no proof you're just being a TDS moron.… https://t.co/qEWrFmvrKs"
"7","@__Donx @bigleaguepol Yeah because so many Trump supporters live in Oakland. Are you a moron in person like you are on Twitter? 🤡"
"8","@ChrisWickNews @TomWho4 People in LA Love being told what to do and love wearing their face diapers 🤮"
"9","@MrKennedysClass @KPIXtv Oh wow You're teaching second grade children I think your parents should reconsider having… https://t.co/prA7PobU5I"
"10","@leewiththegee @Baconhunter01 Sure do"
"11","@BPsfromDC @SexCounseling @SidneyPowell1 @realDonaldTrump @WhiteHouse @realMikeLindell @LLinWood Considering your a… https://t.co/i3bTUKjeUB"
"12","@jmtomsick @samanthamarika1 Well I rather get 2k lol anyways you obviously didn't read it ✌🏾"
"13","@jmtomsick @samanthamarika1 Like I said he hasn't given up on the American people."
"14","@jmtomsick @samanthamarika1 You should read the White House press release before you bail on the President and call… https://t.co/GZ1rW1S9dA"
"15","@jmtomsick @samanthamarika1 It's not what you think he said Congress must do 2k and other things. So he hasn't screwed the American people"
"16","@CNET WW 1984 was garbage"
"17","@DCtheCapital @naughtep1745 Well at least Pakistan gets millions for gender studies 😳"
"18","@TheTroubleWith8 @OANN You mean a election that was stolen. And white supremacy isn't a problem in the US but morons like yourself are 🤡"
"19","@DailyRippleMag @RedState Yeah because CA is doing so well with the crazy mask mandates the lockdowns. Had over 40k… https://t.co/ffTXqBL67N"
"20","@atheniandemos @catturd2 @gatewaypundit The NBA still sucks and is China's BITCH 🤮"
"21","@ishaanbhatia_ It does to me and many blk people I know. But hey you can celebrate the fake holiday all you want ✌🏾 Happy Fakwanzaa"
"22","@ishaanbhatia_ I'd think you actually look up who founded this fake holiday? but I guess not lol
You probably won't… https://t.co/tB7IrEANLt"
"23","@ishaanbhatia_ @WhyDoes12 @RobMiller1212 @LingolaXd @Fara_Impfondo @linderje @KamalaHarris It matters because it's… https://t.co/VObB1tVJKd"
"24","@ShineStyan @1983JPK @13thethe Africans don't even celebrate this fake holiday, it was made up by some crazy Dr. who was also a racist."
"25","@1983JPK @TrumpRulzz A fake holiday made up by a crazy man"
"26","@ishaanbhatia_ @WhyDoes12 @RobMiller1212 @LingolaXd @Fara_Impfondo @linderje @KamalaHarris Kwanzaa was made up by s… https://t.co/g6Lmzv81fI"
"27","@ishaanbhatia_ @LingolaXd @Fara_Impfondo @linderje @KamalaHarris Kwanzaa is a racist fake holiday, that no one celebrates"
"28","@KamalaHarris Kwanzaa is a racist fake holiday"
"29","@juaalv3 @MittRomney Lol you are a moron. He's never going to get the R nomination. Mutt is a TRAITOR"
"30","@CDCgov Umm if I get the vaccine, why wear a mask? Oh just more covid fear porn."
"31","@tuns1999 @DigitalBork @HAB_LIFER @Wealth_Theory @fordnation You can't argue with these covid Nazis they love their… https://t.co/Lr0m8Kn3hc"
"32","@DigitalBork @tuns1999 @HAB_LIFER @Wealth_Theory @fordnation Point is the flu has a lower rate, But hey go on living in fear it's your life"
"33","@wolfblitzer https://t.co/dn0id5jTkf"
"34","@DigitalBork @tuns1999 @HAB_LIFER @Wealth_Theory @fordnation Covid has a 99%+ survival rate, the flu is 95% 😳"
"35","@DigitalBork @tuns1999 @HAB_LIFER @Wealth_Theory @fordnation Well you can keep your sheep ass hm, lockdowns don't work 🤡"
"36","@jpbsoccer2009 @Sports_Schlub @MisterPink1971 @nypost Right 🤣"
"37","@Sports_Schlub @MisterPink1971 @nypost Well one thing we know is you don't know where she was from or what skin col… https://t.co/pbCeZmZpU9"
"38","@Sports_Schlub @nypost Cleopatra wasn't black she was Greek"
"39","@svdate @RosieGray Well that leaves out Biden 🤮"
"40","@KindelFire @missionisgreat @CBS_Herridge I believe he can and will"
"41","@DrukpaMaster @BeingRealMac @PVTrump Yeah how dare the press ask Biden tough questions"
"42","@Trequavion1 @sandiphily @Scentabulous @SenSchumer Nice troll account 🤡
Chinese BOT"
"43","@Trequavion1 @sandiphily @Scentabulous @SenSchumer You mean the DNC cheated"
"44","@juliaghoulia_RN @A_Time_To_Shrug @BuckSexton Said the person suffering from TDS"
"45","@Pat85086898 @buzzman888 @Jamierodr14 0"
"46","@MyyogibobBobby @BlakMatters @voteblue77 @JoeBiden @ReverendWarnock @ossoff Name one thing Trump has done to be a dictator?"
"47","@wef BS article! Venus was never like Earth and what liquid it had on the surface evaporated because of the sun.  T… https://t.co/Jtc42SY7UF"
