"","text"
"1","@RonFilipkowski Why don't we ask Biden and Obama the exact same question?"
"2","@FoxNews So says an IDIOT!"
"3","@RonFilipkowski GFY A"
"4","@RonFilipkowski There's a whole lot of wrongdoing to straighten out, done by the Democratic Communist Party comrades!"
"5","@RonFilipkowski No idea what's going on there but the lefties, the commies, are framing conservatives left and righ… https://t.co/OdY1mT3ot0"
"6","@RonFilipkowski GFY jerk"
"7","@FaithWinter2 GFY A hole!"
"8","@pesterplarson3 @shell24915 GFY A HOLE"
"9","@AZ_Brittney @shell24915 https://t.co/E7X7mzecS3"
"10","@MantaHunk @FaithWinter2 The Republicans aren't the party that is burning cities all across the country. That's the… https://t.co/9MZzoI1NP9"
"11","@AWorldOutOfMind @FaithWinter2 https://t.co/1U6zfafp8p"
"12","@RonFilipkowski What stupid point you even attempting to make?"
"13","@RepJeffries Hey Hakeem, stop spending tax money that has been taken from THE AMERICAN PEOPLE like a drunken sailor! Problem solved!"
"14","@mousie_4 @RonFilipkowski GFY A"
"15","@RonFilipkowski GFY A"
"16","https://t.co/YefcHOO1lI https://t.co/Wb9xfyrL43"
"17","@JanJekielek @dshunt Just flat NOT TRUE!"
"18","@RonFilipkowski I suppose you're perfect, huh? I believe it experienced difficulties because SO MANY PEOPLE were tr… https://t.co/FtAQewIstb"
"19","https://t.co/NypjPVSgot"
"20","https://t.co/N9MMSojhC8"
"21","@RepRaskin https://t.co/bErtXqm9RL"
"22","Agree https://t.co/arTp7lOyda"
"23","https://t.co/Y5JOmGGPFB https://t.co/y6e31dxlrb"
"24","@AntiWhiteWatch1 @LeifErich9 https://t.co/KgZ2M9wtP2"
"25","@RyanShead @Travis_in_Flint https://t.co/ag05tkDUzy"
"26","https://t.co/JcfQZNl4So https://t.co/hEGay02WG4"
"27","Agree, every single one! https://t.co/wP5huAn9am"
"28","@UltraDane Racism for sure!"
"29","https://t.co/OY69UMhwTK https://t.co/Q1Dk8RakdV"
"30","It's not a gun problem. It's a crazy people problem. Parents aren't taking their children to Sunday School. This is… https://t.co/qdD5C4iYRt"
"31","https://t.co/0OzQrPHAdY https://t.co/qQksGdfwpm"
"32","@DerrickNAACP https://t.co/0Ue9oSzMri"
"33","@itsJeffTiedrich https://t.co/9B0KBCF8dG"
"34","@Victorshi2020 https://t.co/ssH45X5hx1"
"35","@RepAdamSchiff https://t.co/imLQhxMrrD"
"36","@KamalaHarris https://t.co/v5JXOLJuC0"
"37","@Victorshi2020 https://t.co/xHx73RWYSn"
"38","@RepJeffries https://t.co/hUCHH3ZC7Q"
"39","Hell yeah we do! https://t.co/iXKd5rz3Ao"
"40","@w_terrence Sharpton is a real POS, for sure!"
"41","@BillPascrell https://t.co/c7eJuuW4Nt"
"42","@BillPascrell https://t.co/6C7t8n9JGX"
"43","@BillPascrell Stop the outrageous Democratic Communist Party spending &amp; problem solved!"
"44","@DawnsMission https://t.co/ClbIKkVTAW"
"45","@Victorshi2020 Your tweet is a joke, right?"
"46","@Victorshi2020 https://t.co/jgkG17MNyD"
"47","@KamalaHarris @JoeBiden He has ZERO AUTHORITY to do any of that crap. We the people, DO NOT CONSENT!"
"48","@harryjsisson https://t.co/5yIW9PqU5t"
"49","@DawnsMission I don't believe any of that!"
"50","@Victorshi2020 https://t.co/5JiQXzcSbi"
"51","@BernieSanders https://t.co/fBu3Vgf7a6"
"52","@Victorshi2020 https://t.co/0QTKF6oPXf"
"53","@itsJeffTiedrich GFY you POS!"
"54","@WhiteHouse https://t.co/SXKyUwSD6i"
"55","@mtgreenee He sure is!"
"56","@grantstern Yawn...witch hunt number 2 million and one!"
"57","@RWhiteFang @CREWcrew GFYA"
"58","@CREWcrew The entire raid was based upon just the latest effort to FIX OUR ELECTIONS! Nothing more!"
"59","@BillPascrell https://t.co/BrUBuGicZe"
"60","@4Mischief That POS needs about 20 years at hard labor!"
"61","@GavinNewsom https://t.co/1WYIqfFIey"
"62","@KamalaHarris For once, I agree with you!"
"63","@ewarren https://t.co/Py0EktjHKG"
"64","@UltraDane @Y0L0Jo What a joke!"
"65","@charliekirk11 https://t.co/fe0mdHLfuU"
"66","@RepJeffries https://t.co/47AgbxZpk6"
"67","https://t.co/0eywUzTzlc"
"68","@RepRaskin Nobody believes your horse manure!"
"69","@AntiWhiteWatch1 This is exactly what the 2nd Amendment is all about. SELF DEFENSE!"
"70","@RepBowman I listened to some of your nonsensical garbage. You're completely full of bull manure!"
"71","100% true https://t.co/AnXP2sgCg2"
"72","@AntiWhiteWatch1 This is one reason for the SECOND AMENDMENT!"
"73","@ConservBrief The FBI must be taken completely apart, down to zero, and a new and different agency must replace it!… https://t.co/NluS32zTXE"
"74","@JebraFaushay Well, what do you expect when a determined communist group is attempting to seize control of our coun… https://t.co/I3Vw6tlIMO"
"75","@POTUS Well then, stop spending like a drunken sailor!"
"76","A very talented lunatic! https://t.co/cGi9N9cBsZ"
"77","@BernieSanders Hey comrade, go blank yourself!"
"78","@FightHaven Yes, his reaction was fully justified!"
"79","@RepJeffries https://t.co/TL1ktfZ3MZ"
"80","@FritzCopeland_ @RepAdamSchiff Schiff is probably the biggest LIAR in all of human history!"
"81","@RepAdamSchiff Democrat out of control spending is what has caused this crisis!"
"82","@4Mischief Crazy as a shit house rat!"
"83","@townhallcom F your reparations, just F them."
"84","@townhallcom I have a tuition bill for ALL training and education provided that has to be paid first!"
"85","@4Mischief 2ndA"
"86","The citizens just need to refuse to give the idiots any more money! https://t.co/Nie4c1FXXg"
"87","True, no one as strong as President Trump! https://t.co/9W1pjraQic"
"88","@4Mischief 2nd Amendment"
"89","https://t.co/QPv5mfIWzP https://t.co/McvEKvVE0x"
"90","@RepRaskin You're a lying POS!"
"91","@RepAdamSchiff You need to be removed from office for lying to the AMERICAN PEOPLE for YEARS!"
"92","@RpsAgainstTrump I couldn't disagree with you more!"
"93","I agree! https://t.co/RWA9SObGDm"
"94","@RepDanGoldman You're a complete idiot!"
"95","@emoctezumab @SenJohnKennedy So, you don't like what Senator Kennedy said, huh? Well, I support every single word he said!"
"96","@krassenstein @RozsaNiki You aren't even looking at the right issue. It's not a gun problem. It's a crazy people pr… https://t.co/eBrEvfQndK"
