"","text"
"1","While you are boycotting #BudLight don’t forget the rest of their brands: #Budweiser, #Busch, #Corona (including Es… https://t.co/RjxIVB1m0z"
"2","@GavinNewsom Burn in hell, Gavin."
"3","Is #HarleyDavidson the next boycott after partnering with #Budweiser even after the #BudLight fiasco? You guys at H… https://t.co/fYb04smwK5"
"4","@MAGA__Patriot @CreasonJana I saw fire and rescue and possibly a hearse in that clip. They must think he’s gonna drop dead any day now. 🤞"
"5","The Second Amendment was created for times like these when the government tramples the First Amendment. #1A #2A #Militia"
"6","Sales of Eye Bleach skyrocket after #SportsIllustrated puts a transgender and, for reasons that are still unclear,… https://t.co/XpxDJt52nE"
"7","@WeThePeople021 @BillEllmore There’s a special place in hell for these animals."
"8","@tlindsey2006 @BearsProtect Holy shit, the jackass does own a suit."
"9","@Mbenson001 @SMHatLibs Fuck holding signs. The problem is we’re not allowed to show up and cut them down with high… https://t.co/7vk9derHGd"
"10","@FemalesForTrump @FreyjaTarte @elonmusk Twitter is about to go the way of Bud Light. Find someone else to run this platform."
"11","@Lisahudsonchow7 @FemalesForTrump @NolaCookPatriot @Whyohyme1 @Saltlife177 @AnonAgain6 @NancyMar2022… https://t.co/KeTSoZE9jr"
"12","@justice_just4 @JoshT1776 Nope, they’re done."
"13","@theblaze Well that’s one way to get rid of pedophiles."
"14","@RedState Can we just refer to her as Wretched Whitmer? I mean, look at that face."
"15","@EndWokeness @EL4USA America has some good options available. https://t.co/Orjw1YK07o"
"16","#Nike and #JackDaniels have decided that men are better at being women than women, just like carbonated urine produ… https://t.co/tO9h75jxQd"
"17","@KidRock I can’t wait to see you shoot up a case of this stuff. https://t.co/86Q9IuYPlc"
"18","@Chesschick01 @elonmusk @ashleevance Stay the hell out of Texas."
"19","@MammothNationUS Finally, an ad on Twitter worth reading. Heading over to join shortly."
"20","@McLovinOvenUSMC @JtShaggy I’d totally nail that surgeon. I’m guessing that’s the doctor who built the he-hole."
"21","@BrandiLamonte 💯 Trump is the man!"
"22","@Columbia1938 What’s happening to the inside lining of this jacket? I wore it on one hiking trip and this is what’s… https://t.co/xUs7Hxxkdy"
"23","@CoClarified Terminator"
"24","@fishing_hots Pacific Sweetcheeks?"
"25","@Real___iTamara Pretty young brunette, some people just can’t handle it."
"26","@Real___iTamara @HarlowzHobbyz His would be the other end of that dog."
"27","@Chicken__Queen No shame in that. We’ve all been there."
"28","@elonmusk @TheChiefNerd Death is not a cure Elon. Apparently that’s how the Covid mRNA vaccines work."
"29","@CapeCodChips This is just a sampling of chips with bad spots in a single bag of family size sour cream and onion c… https://t.co/miXKOBMJXN"
"30","I work from home and just love my colleague. #Schnauzer #Dogs https://t.co/Mt8NkrrK3O"
"31","@EricMMatheny When did blowing up chemical filled tank cars become the cleanup method for a crash site? Those who d… https://t.co/moa72Yzq6K"
"32","@iheartmindy Happy birthday! Mine was yesterday (so close to being named Valentino). 🎂"
