"","text"
"1","@BarackObama @POTUS Federal reserve filthy Jew rothschilds"
"2","https://t.co/YQbsxAWRVe Alyssa Milano, rose has something to say ,bitch."
"3","@BillClinton @AshleyJudd Bitch is it really you, I don't think so, I seen a picture of you without your adrenal Chr… https://t.co/dNt4vZRczw"
"4","@nexusothecrisis @GovRonDeSantis Fuck you can't go read you filthy bitch"
"5","@DHSgov @POTUS Yes we trust you to guard the border too."
"6","@GovRonDeSantis I heard you were meeting with Soros in Tallahassee"
"7","@PressSec Jezebel it's an emergency broadcast, the sloppy Joe Biden crying family it's all on my tweets bitch"
"8","@SecBlinken @NATO Blinken, emergency broadcast all my latest tweets at the very least, bitch"
"9","@CBS_Herridge It's the CIA mockingbird under mk ultra mind control,"
"10","Assaulting children is not as bad as assaulting a fully armed police officer, fbi cunts https://t.co/1hlIj8LTSN"
"11","The very big picture, very important https://t.co/1leqmTRC4t"
"12","Yin-Yang Gravitron Blackhole Technology (음양 블랙홀 기술) https://t.co/zqSkIQw1gb via @YouTube the democrats in big gover… https://t.co/Rozw5bVSDl"
"13","Georgia Guidestones Update https://t.co/FrgUejBqD4 via @YouTube the 666 miles to the UN headquarters"
"14","Timewave Spirals - The Coming Separation of the Timewave Spiral Template... https://t.co/uzHEn5Kv1H via @YouTube ve… https://t.co/w96IXe4IvT"
"15","https://t.co/UL14aD2b4w"
"16","@GavinNewsom Gavin I don't think rose likes you, check my Twitter account see for yourself"
"17","https://t.co/ZXMVCiO8gl Nancy the robot"
"18","@FBIWFO @FBIChicago @USAO_DC Congress calling, someone's going to get assaulted if you don't turn over them documen… https://t.co/M8EdtBK1hg"
"19","@ZelenskyyUa I have your picture on my Twitter account"
"20","@BarackObama @EricHolder @DemRedistrict Idiot did you see my last tweets, you and your dirty hill dog apparently ha… https://t.co/bgQYQDBcwR"
"21","Gavin newsom and his jezebels https://t.co/wK7v8lkG7A"
"22","Hi RosaAriann * https://t.co/jrUE7tHNoZ https://t.co/qyhXhXvnrC"
"23","@Siobhan99 @Alyssa_Milano Elon is not in charge."
"24","@GavinNewsom No,are you a clone"
"25","@GavinNewsom They say if he can't beat Donald duck how's it going to be Donald Trump"
"26","@BlackRock @Infosys @NandanNilekani How the New world order, wef, will control people you mean, bilderberg group,"
"27","@OJPOJJDP @TheJusticeDept Did you ask why the treasury department is withholding evidence of how Hunter Biden and h… https://t.co/ap7FEHLmUR"
"28","Elon plays a good under dog/shoe shine boy.just listen,"" Elon!help help,sure ???"
"29","@SecBlinken Blinken and zelensky"
"30","This jack (shemp) dorky,one of Elon's shoe shine boys. https://t.co/3Tf3d1JAYl"
"31","@RepJerryNadler Call zelinsky he has plenty of money, especially all his assets in the United States"
"32","@BlackRock Bilderberg group right, couple of bitches"
"33","@SpeakerPelosi CIA mk ultra and project mockingbird, you communist promote this to take away the guns so you can have control"
"34","Sec Anthony blinken gave this shirt to zelensky for his dedication to being a tea bag https://t.co/Ez6op8rfjo"
"35","@brahmresnik Did you get the memo,I will be taking the head of that filthy judge peter Thompson, since I already to… https://t.co/W00JPJDGTo"
"36","@SecBlinken I have a  video of zelinskys gift to the filthy pope Francis, and I have you and your filthy Barack Obama the Satanist, bitch."
"37","@RepSwalwell Bitch did you hear me"
"38","@RepSwalwell Bitch I'm coming for your head"
"39","Now you can see why Gavin newsom from his last was so up set. https://t.co/qxufAyp3tQ"
"40","CIA : project mockingbird and MKUltra all responsible for mass shootings to take away the first and second amendment,"
"41","CIA operative Barry Barack Hussein, your head will be separated from your body long before you destroy the first amendment bitch"
"42","@GavinNewsom @GOP The second amendment is for the people to defend themselves against Gavin newsom and the federal government,"
"43","@BarackObama Yo bitch you made the headlines today again,"
"44","@RepAdamSchiff You are going to be tried for treason and executed, we know you're clone."
"45","CIA Barry Barack ObamaS training camp https://t.co/cRjL8tKUBt"
