"","text"
"1","@TinaCondor1 Damn skippy"
"2","@Sassafrass_84 Fuk u tranny fuks,fuk u faggots ,fuk u lesbian assholes,and especially fuk disney which is nothing m… https://t.co/zw3f05XLvl"
"3","Fuk u pedophile pieces of shit, and especially fuk u tranny fuktards trying to fuk with our children,just try"
"4","@Shane29008046 Hell yeah"
"5","@KathleenWinche3 @Breaking911 Fukn bullshit"
"6","@RL9631 @DameScorpio Damn skippy"
"7","@thandar324 Leave them for 4 yrs"
"8","@KathleenWinche3 FUCK THE WEF,WHO ,AND JOE BIDEN"
"9","@DameScorpio Damn skippy"
"10","@CreasonJana @Disney @q985rockford Good get the fuk out of Florida, we don't want you here any longer, since y'all… https://t.co/kOjkRd1fTH"
"11","@ForgiatoBlow47 DESTROY TARGET,NO MORE BULLSHIT"
"12","@AmericanwomanU1 Fuk schiff"
"13","@heyitsmeCarolyn DAMN SKIPPY"
"14","@heyitsmeCarolyn Cause they've all been erased"
"15","@seanhannity Fuk target"
"16","@tedcruz So what are y'all gonna do,im tired of hearing all this shit going on but no one is going to prison"
"17","@RepNancyMace @FBI Lol right"
"18","@GrahamAllen_1 Fuk ANHEISER BUSCH"
"19","@JudiciaryGOP Cause there a bunch of asshats that do nothing but act like the ww2 gestapo"
"20","@VernonForGA We need u President Trump"
"21","@KoryYeshua FUCK THE VIEW"
"22","@TedNugent Yup"
"23","@DC_Draino I'll always stand with President Trump"
"24","@BreitbartNews Good now throw there asses in gitmo"
"25","@BreitbartNews Hell yeah,can't wait till your back,WE NEED U PRESIDENT TRUMP"
"26","@DineshDSouza This fukn piece of shit needs to be put under the prison as with all the other libtards in office"
"27","@Travis_in_Flint Fuk chicago"
"28","@RepAndyBiggsAZ We all knew they were supplying them with stuff,but this is bullshit"
"29","@RepMTG @BreitbartNews FJB,LET'S GO BRANDON"
"30","@JudicialWatch @TomFitton Damn skippy, im so sick and tired of watching u libtard fuks getting away with murder"
"31","@levarburton Bullshit we are,stay the fuk away from my kids"
"32","@nypost Good hahahahahaha"
"33","@RepBoebert I've always hated target anyways"
"34","@RepMTG Hell yeah"
