"","text"
"1","@HeidiAHill1 @Jerrydesert1 @simonateba @DonaldJTrumpJr @realDonaldTrump That’s exactly why Republican Inc., AKA the… https://t.co/vvDVRkdbLD"
"2","@CarPatriot1 @drawandstrike DeSantis was always part of the establishment. His years in Congress he was lock step w… https://t.co/WlF9FRrw8V"
"3","@ACTBrigitte @d1baldwin What disruption is going to cause the need for these? That’s the question."
"4","@TomiLahren It’s not about waiting his turn. Anyone who thinks that will be sadly disappointed if he ever becomes P… https://t.co/4TSGvR0kUL"
"5","@NickAdamsinUSA @FullLogicPR Since the GOP establishment are those behind DeSantis. They are evidently willing to b… https://t.co/m9VCdMdJ38"
"6","This 👇 https://t.co/NTSxnbtHDx"
"7","@HuskerNation8 @DeSantisWarRoom @RonDeSantis Trump was self made, a businessman and not indebted to anyone. DeSanti… https://t.co/Etp90mlFZl"
"8","@HuskerNation8 @DeSantisWarRoom @RonDeSantis Unfortunately his donors and promoters are all elite establishment. Th… https://t.co/lMYDSeWoEE"
"9","@RepEdwards @HouseGOP The Republican voters understand there is no default looming unless Biden and Yellon choose n… https://t.co/mgYGGsjokM"
"10","@JackPosobiec That great American comeback slogan is the Republican establishment version of build back better. Dea… https://t.co/GWkLxpRB4H"
"11","@RonDeSantis The Republican establishment version of build back better.
In other words, Democrat-lite."
"12","@stillgray DeSantis is establishment funding and will do their bidding, just like he did in Congress. Always faithf… https://t.co/C8stLf2qK3"
"13","We need a candidate not purchased and funded by the establishment 
#DonNotRon2024"
"14","We need a President that will put Americans first
#DonNotRon2024"
"15","@tampa_npa @Bglisalisa @MAGAoriginalist @RonDeSantis He was losing his original run for Governor until Trump got in… https://t.co/e6HL1uXGxb"
"16","@KariLakeWarRoom @CrunchyDoughnu1 @KariLake @RubenGallego @SenatorSinema @katiehobbs The people in Arizona didn’t r… https://t.co/UlNNvyDt19"
"17","Any Republican running against Trump IS NOT America First. They are establishment Republicans, which is Democrat-lite."
"18","Wow! The elitists are cramming 200 million into @RonDeSantis. Where the money is coming from tells us exactly why w… https://t.co/aT2GCmzWEe"
"19","@MarshaBlackburn @SenateGOP Defaulting on debt is the biggest lie being told right now. There is no default unless… https://t.co/N4uW9OIOIg"
"20","@ScottPresler @GOPChairwoman @JoeBiden @POTUS She has no time to be concerned, it’s obvious her position means endl… https://t.co/0BdSMhxQQD"
"21","@JesseBWatters @Vivian46964994 We are all so sick of the weak excuses and never ending wait and see of the Republic… https://t.co/3Yck7ADCJi"
"22","@Travis_in_Flint @Sonorandesertra DC is completely lawless at this point. It’s a free for all and all the Republica… https://t.co/EFmpcbpB2T"
"23","@EndWokeness He only surfaces when there is serious race baiting to do. The he gets his 15 minutes of hate and climbs back in his hole"
"24","This is quite a thread on Arizona https://t.co/PRvoLKvicQ"
"25","@hrkbenowen The WHO has already proven their incompetence. We will never believe or trust a single comment from them"
"26","@Travis_in_Flint Move out of these democrat hell holes as fast as you can"
"27","@hrkbenowen Why? The only vote he’ll get is his own"
"28","@JackPosobiec Nobody cares. Hannity will fail too"
"29","@Ultrafrog17 Lindsay Graham doesn’t want his part in all this exposed. Little McCain puppet"
"30","@SpeakerMcCarthy @SpeakerRyan @newtgingrich @SpeakerBoehner @SpeakerPelosi You should use it for a dart board. He d… https://t.co/gX6TyhX2gh"
"31","@CollinRugg He needs a much better makeup artist"
"32","@CREWcrew Except we know the judiciary is broken. More activists than judges. So their conclusion would be based upon politics"
"33","@ByronYork @BernardKerik Wow. You would think this would have been all over the morning news. But not a peep. 😂😂"
"34","@CottonangusK Because our legal system is destroyed so it’s a free for all"
"35","@SpeakerMcCarthy You had the House, Senate and the White House. Trump had the strongest border policies and you all… https://t.co/pC60Upprnw"
"36","Invasion! https://t.co/HDvwTriigI"
"37","@Liz_Cheney Liar. He authorized the Guard but DC Mayor and Pelosi said NO."
"38","@LizWillis_ She’s not a journalist. She’s a useful idiot"
"39","@CNN you didn’t send your best. This women is an angry train wreck. She’s single handedly ruining this town hall"
"40","@SarahisCensored @ConceptualJames Public education is becoming an unsafe environment for children"
"41","@DFBHarvard They are completely irrational when it comes to the truth"
"42","@KelseyHtheModel @BMcfadda I can’t imagine being that dumb."
"43","@TexanLady40 @Dennis17Viper We know why"
"44","@MattWalshBlog He can call himself whatever he wants. The rest of us don’t need to participate in his illusion"
"45","@greg_price11 She is given her talking points and just follows instructions. Lying is like breathing to these people"
"46","@60Minutes If you look up Agent Provocateur in the dictionary- Ray Epps picture is there"
"47","@CortesSteve Corporate media knows he’s not really in charge"
"48","@pnjaban @wagenfire1 Develop a plan to work around a chairwoman that is of no help whatsoever."
"49","@BasedMikeLee Actually Senator, we spent enough in Ukraine 113 billion dollars ago. We should have never been a part of this."
"50","@TheCalvinCooli1 @TulsiGabbard @MarshaBlackburn @EliseStefanik @NikkiHaley None of the above."
"51","@4Mischief @Sonorandesertra More talk. They have been in power for over 3 months and have done nothing. Hearings are sound bites."
