"","text"
"1","@IGN They better make it work. It’s the only way to make up for Season 8."
"2","@deefizzy You're an amazing person and one of the brightest lights on this planet."
"3","@BaileysPodcasts @cwsupermanlois Like back in October 1994?"
"4","@deefizzy Who are you?"
"5","@gaghyogi49 Welcome to 2023…the age of vinyl duh"
"6","@Newsweek_Life @Newsweek Those nails are pretty horrific too!"
"7","@deefizzy @taylorswift13 *whose"
"8","@BaileysPodcasts @BittrScrptReadr Saw this as a kid in the theater when it came out. The four or five of us in the… https://t.co/AtouOwyZj7"
"9","@gaghyogi49 @TerryMatalas @DaveBlass Wow I nailed that prediction!"
"10","Wow. Just wow. The last episode of #StarTrekPicard was just phenomenal. Perhaps the best hour of television ever. Great Job @TerryMatalas !"
"11","@StarfleetDesign @EoMProject @Wolf359Project In Discovery, Starfleet has about 7,000 ships. This is in the 2250s, before Kirk’s time."
"12","@Slate A band aid is better than death"
"13","@deefizzy Thanks bro. Right back atcha."
"14","Twitter has been a dumpster fire ever since Elon Musk took over."
"15","@bluejesus123 nice to meet you, i'm new here too"
"16","@StobiesGalaxy I would like to see a Star Trek medical drama maybe set in a medical ship or hospital starbase."
"17","@lylo1701 @TerryMatalas It’s tonight’s episode supposed to be extra important or something?"
"18","@gaghyogi49 You’re late for your shift"
"19","@designer_dick @TerryMatalas Is there anything @JeriLRyan can’t do???"
"20","@deefizzy I really don’t know if this is a joke or not."
"21","@StarfleetDesign Do one for Star Trek. I did when I was a kid in the 90s."
"22","@BaileysPodcasts I can’t even watch any reruns of that show. It’s sooo bad. But it’s the best we had in the 90s"
"23","@gaghyogi49 @TerryMatalas @DaveBlass I'm thinking of a new series about the adventures of the Enterprise NCC-1701-G… https://t.co/DSx8YzftCo"
"24","@TerryMatalas Binged Picard Season 2 today to prepare"
"25","@jasonvivona @inglorioustrek @TerryMatalas This remind me of people who said Enterprise wasn't ""real Trek"" or, in m… https://t.co/QvbQc76IpE"
"26","@TrekCore can't wait for Season 3"
"27","@deefizzy damn, they still use debit cards in the 203rd century?"
"28","@TerryMatalas All Trek is real Trek."
"29","@deefizzy Thanks bro"
"30","@BaileysPodcasts I thought Jim Caviezel would have been a great Superman in the 2000s"
"31","Happy New Year!"
"32","Rest in Peace Pope Benedict XVI."
"33","Merry Christmas! https://t.co/c5ecjxQ5yN"
"34","@jawsua yikes!"
"35","@vonnestar @afodge I’m going to name my chihuahua Adam and see what Adam thinks of that!!! Lol"
"36","@WookOfficial Nothing. It was the worst Star Wars movie, and ruined the sequel trilogy. Episode 7 was good. Episode… https://t.co/Gq26ixmPQq"
"37","@TerryMatalas I like cabbage."
"38","@Broadcasms All the time, every day"
