"","text"
"1","@RNCResearch Don't you ever get tired of lying you black b****."
"2","@RNCResearch The only thing fak.e in the White House is you, you're a pathetic piece of s***."
"3","@MattPalumbo12 @BonginoReport He should be setting in a jail cell what the hell is wrong with this country."
"4","@FoxNews His genitals should be removed I'd love to do it."
"5","@RepAndyBiggsAZ That's because this man is ruining our country."
"6","@FoxNews Where is the outrage here where are the lawyers."
"7","@seanhannity I will never shop Target again because they went woke."
"8","@FoxNews Yeah she's a victim all right she just a loser. This is typical they want something for nothing get out and get a f****** job."
"9","@ABC Fuc Bud Light"
"10","@GOPChairwoman @GOP That's exactly what you tried to do."
"11","@RNCResearch Democratic party made up all the Russia collusion, cable News is responsible to."
"12","@RNCResearch FBI that did this should be in jail, it's a shame what the hell this country is doing."
"13","@greg_price11 @dbongino That bitch needs to be locked up."
"14","@CBSNews I'm surprised you're not reporting fake news"
"15","@ABC They will call this fake news CBS will to,"
"16","@CBSNews What about the 10 million that went to the Biden's."
"17","@FoxNews Send a bus load too her house 🏠"
"18","@CBSNews Fake news 🗞️"
"19","@FoxNews This is your fault"
"20","@ABC He knows too much on Biden"
"21","@FoxNews He should get a metal, the AG is a chicken shit. The Marines are coming.😡"
"22","@ABC Probably knows to much on Biden"
"23","@CBSNews Just another thug."
"24","@FoxNews They sure did.."
"25","https://t.co/J51H1GfnIi"
"26","@CBSNews What about Hunter laptop 💻"
"27","@FoxNews What a disgrace 😠"
"28","@FoxNews Why the handcuffs, he's a Marine not a thug subway idiots. He that hurt many people. Had 40 arrest blame AG."
"29","@RNCResearch Just don't have anything 🤬"
"30","@RNCResearch Worst boarder in 50 years."
"31","Worthless piece of shit. https://t.co/ls5NUPrAIx"
"32","@RNCResearch What a worthless piece of shit, impeach now he's a total idiot."
"33","@cbssaturday @CBSNews Let's go Brandon."
"34","@cbssaturday @CBSNews @kellycass @weatherchannel Hopefully that illegals crossing the border today will get a good… https://t.co/VhKAYsaJdI"
"35","@cbssaturday @CBSNews @NicoleSganga All the illegals need to start camping out in front of CBS studio they welcome you."
"36","@cbssaturday @CBSNews And you are a total idiot fake news again."
"37","@CBSNews Fake news CBS let's go Brandon."
"38","@RNCResearch You're the only burden for this country."
"39","@RNCResearch Just to get this straight exactly what have you done but drink wine and have parties."
"40","@CBSNews Where is the report on Hunter Biden's laptop."
"41","@RNCResearch Have another drink 🍷"
"42","@CBSNews Why is it that you do not report on the Hunters laptop fake news CBS why not."
"43","@CBSMornings @CBSNews Migrants are doing chaos at the border due to title 14 expired go get them fake news CBS."
"44","@seanhannity Daniel the country is behind you 🙏."
"45","@FoxNews He should be."
"46","@FoxNews They pay Biden to much money 💰"
"47","@FoxNews Good don't, we don't need you."
"48","@CBSNews You need to report on the 51 agents that falsified documents during the debate."
"49","@FoxNews Sure they are keep secret payments going to Biden."
"50","@foxnewspolitics What a pathetic piece of s***"
"51","@CBSNews Fake news 🗞️"
"52","@FoxNews He she is  pathetic."
"53","These knuckleheads that are protesting the choking of a crazy black man we will call out to Marines to protect our marine."
"54","@CBSNews She's such a liar."
"55","@FoxNews He has ruined the great state of California."
"56","@foxnewspolitics This is where the China virus started."
"57","@CBSMornings @CBSNews @shondarhimes Fake news"
"58","@FoxNews This is pathetic. Thanks Biden 😠"
"59","@CBSEveningNews @CBSNews @NorahODonnell Fake news 🗞️"
"60","@CBSNews And you call this news, what about the Hunter's laptop . No Russia collusion!."
"61","@AlwaysRaceDay Fine him"
"62","@AustinKonenski Kyle should have taken Hamlin out with him."
"63","@FedEx @dennyhamlin Liston to the boos."
