"","text"
"1","Going on @BBCNews shortly to talk about expected @RonDeSantis presidential announcement on #TwitterSpaces. I'm sure… https://t.co/be7LwnIDZH"
"2","Way to #WinLikeAGirl @kimberlyyareni! https://t.co/WgwUQYzvKC"
"3","Even if you could't make last night's #WinLikeAGirl event, please fill out the form so we have a robust list of ama… https://t.co/riguifjwl0"
"4","@AngieSheetsNews @TheCAMuseum Yes! See you there!"
"5","@amyjane12 I bet she's the most quotable female there!"
"6","Attention: reporters who want more female sources for news stories! We've heard you and we're bringing back our lis… https://t.co/iEyaWFefm0"
"7","@ChrisCillizza I think I dislocated my shoulder just watching those spasms."
"8","@donlemon It's a marvel that @CNN has kept you on-air this long past the #prime you never had."
"9","@mariashriver Umm @CNN - can we go ahead and say @donlemon has long been past his ""#prime"" on-air (if he ever had o… https://t.co/rdHjHkqefQ"
"10","Former @CA_Dem Chair @JohnLBurton  on @SenFeinstein - #Truth #KeepingItReal: https://t.co/RauAVUj4GD"
"11","@beckiames @SupNoraVargas Hey Becki!!! And Yasssss back!"
"12","This pretty much sums up the heart and soul of @SupNoraVargas #WeGotThis #ISeeYou https://t.co/qO46snAfER"
"13","It was such a privilege to witness this strong woman step into her power at the San Diego State of the County. Cong… https://t.co/BWhp0HC4hW"
"14","@catnyp13 @NRestmeyer @MayorSteinberg @CMKValenzuela Couldn't agree with you more!"
"15","My recent tweets about my kid’s field trip generated a lot of interest (more than 30K views) and some productive co… https://t.co/OeVovnjYxS"
"16","I'd like to thank Mayor Steinberg's office for a productive conversation this evening on this issue. Though we are… https://t.co/3oB0RYzRNj"
"17","@sac_guy_916 @MayorSteinberg @CMKValenzuela @CM_LisaKaplan Dear troll: When you get more than 5 followers and actua… https://t.co/fcPkkC2YU1"
"18","@MayorSteinberg @CMKValenzuela I'd like to thank @CM_LisaKaplan for reaching out to me. I look forward to having a… https://t.co/w94VtGpZm2"
"19","Dear @kevinmsabo who has been Twitter-trolling me because I want to protect my kid: Please spend work hours doing y… https://t.co/TCP3rGlNF2"
"20","@CMKValenzuela While you're waiting in the hall for your number to be called, perhaps you can take time to respond… https://t.co/w3lnnwflsa"
"21","@NRestmeyer Here's the visible evidence of the spectacularly ill-informed and failed ""housing policy"" you espouse.… https://t.co/XnwNOc67Wv"
"22","@kevinmsabo @NRestmeyer @MayorSteinberg @CMKValenzuela Dear Kevin who lives in Elk Grove and has resorted to callin… https://t.co/yw1S72RzLZ"
