"","text"
"1","@KGWNews This is awesome. Promotes healthy agriculture and teaches real-world business skills."
"2","@TheRickWilson I follow Liz, but I never see her tweets anymore."
"3","@BeckyLopez80 @VP @POTUS https://t.co/QDujdKJVDa"
"4","Well, this just made my morning. MTG tries to settle the House by calling for decorum. The response is simply laugh… https://t.co/hqhOJ01wmF"
"5","In person classes? Online classes? Or something in between? Let's look at the future of higher education in the U.S… https://t.co/94nUDTJ7iR"
"6","Luis would have made the tag. #LGM"
"7","@Tiffany_Muller Let's not overlook the seven Dems who just voted present... Knew it was a lost cause and decided to avoid a real vote."
"8","@RobSanders56 Haha. Writers are a unique bunch."
"9","@theislandwriter Cosmic Charlie always makes sure I take adequate breaks from writing. https://t.co/8i3hmvIyTy"
"10","@mikemayer22 Gee... thank god Escobar is still in the lineup."
"11","A lot of Mets fans are happy to see Luis Guillorme headed to the minors, but I'm bummed. I love watching… https://t.co/yDJlqQSV4C"
"12","@mehdirhasan @AriMelber Hands down, his best movie is Joe Versus the Volcano https://t.co/HujQklkCy9"
"13","@JennGreen123 I've never been so happy to be a former educator. Leaving my role as a teacher was the best choice I ever made."
"14","Finding it nearly impossible to find a doctor these days? You aren't alone. The U.S. is approaching a healthcare cr… https://t.co/CGxxAcbvNC"
"15","@JoshuaPHilll I believe it was Marie Antoinette who famously said, ""Let them eat grilled cheese..."""
"16","@SenJackyRosen @tomangell @SBAgov While I agree with the other replies that call for full legalization, supporting… https://t.co/EJov9yQftK"
"17","@LadyDagee Also, this one...

""I already have a drink. Think he'll buy me mozzarella sticks."""
"18","@LadyDagee ""I am a freelancer. Which is pretty much a modern day cowboy."" https://t.co/HotOQw7E9A"
"19","Don't look at the word count. Don't look at the word count. 

*looks at word count

That's it?! Son of a... 

#WritingCommunity"
"20","@kellylbeck Who needs commas and conjunctions when we have colons and semicolons!"
"21","I made myself a healthy, nutritious smoothie for lunch today -- complete with bananas, pineapple, dark berries, and… https://t.co/7Ywh4601y7"
"22","It's that time again. Are you using access to a community garden to cut food costs this year? 
#gardening… https://t.co/pJxjuYF07B"
"23","@owillis I left the education field for the private sector over a decade ago. Best choice I could have made, and I… https://t.co/teFp5ui61D"
"24","Can you actually keep your personal info safe online? Let's look at some steps you can take to improve your online… https://t.co/lNzKJal2NG"
"25","@MeidasTouch ""God's plan"" sure seems to include a lot of dead children."
"26","@GRChrzak If I were Cohen and I spent that much money on a team playing this bad, I'd want some sort of refund."
"27","@GRChrzak https://t.co/ijlz5kpXqo"
"28","We are going to get swept by the Tigers, aren't we... 
#LGM"
"29","@NJDevils @mmschocolate Life-long fan and Jersey native watching from Oregon. Let's bring the Cup back to NJ. #devilsrollcall"
"30","Can you plan for your family's future while maintaining your community-focused values? Yes! Learn how to invest in… https://t.co/x2UVwcSlTS"
"31","@mehdirhasan @JoyceWhiteVance Sure would be a shame if it started to trend... https://t.co/jXntTz02Gp"
"32","@carolkremer051 @mcspocky They can't afford fancy doorbells. They spent all their money on guns."
"33","@GRChrzak 125% zoom? Nah. I need that around 200%. Thanks. https://t.co/tHzuxmdtAF"
"34","Anyone else make the font really big when editing versus when writing? I find that it helps to zoom in to really ev… https://t.co/pCONzAWkGr"
"35","@WTBWrites I made the change a few months ago. My eyes are so much happier."
"36","@denisemfoster I always preferred editing to drafting. It's that final polishing that makes my writing shine."
"37","@NinaAmir Constant idea generation is a big challenge for modern writers. Good advice here."
"38","@m_formatter My latest on using AI to hack my mental health.
https://t.co/KKlgRbPbdo"
"39","Forget it, Keith. It's Chinatown. 😂
#LGM #mets"
"40","To all the glassy eyes in my zoom meeting this morning, I see you. 😉

#420day #420community"
"41","Can AI help support your mental health? Yes! Check out my review of FuturSelf! 

#AI #ArtificialIntelligence… https://t.co/3Fxh7vxhol"
"42","""Q&amp;A with Devils’ Martin Brodeur, who still hates the Rangers as much as he did 25 years ago""

Why does this title… https://t.co/CNJGWhBaGp"
"43","@cornerwrite My two cents on life, education, health, and community. 
https://t.co/eAT8mo37Aq"
"44","@elainecristinax Random musings on life, education, community, and health.

https://t.co/eAT8mo37Aq"
"45","Community gardens build stronger communities, improve the mental and physical health of participants, and make fres… https://t.co/HIRTRAP7EN"
"46","@JohnSGibb Nice! I loved doing that when I was a professor. Always felt a sense of pride for my students."
"47","@JohnSGibb One of the best walks you'll ever take!"
"48","@CheriJacobus A very real person once told me they found Shapiro to be incredibly masculine. I'm still trying to wrap my mind around that."
"49","I'm trying to get some writing done. Anyone have a house that needs cleaning? Haha.
#WritingCommunity… https://t.co/mJnhRGoCTR"
"50","@ellesep It's a good sign when jerseys are cleansed and can be enjoyed again."
"51","@NORML That would go a long way in legitimizing the therapeutic use of cannabis in the U.S."
"52","Absolutely speechless... https://t.co/0eXNyDhMQH"
"53","@tai_walker Miss you on the Mets, Tai. Looking good. Hope you guys get it done today."
"54","Good enough to start. Lets keep it going, Vogey. #LGM"
"55","@mmpadellan @HonorDecency It's a long list of states I won't visit these days... basically anything under the Mason-Dixon line."
"56","@JJackedkerouac @johncmiller96 @dare_2_b_darren @ianbremmer That black lives matter less to conservatives. It's jus… https://t.co/DP7lMXDhHj"
"57","@dare_2_b_darren @ianbremmer How very ""pro-life"" of them..."
"58","@JJackedkerouac @dare_2_b_darren @ianbremmer Youth gun violence is increasing faster in Texas than it is in Califor… https://t.co/hUGRwpucsK"
"59","@JohnSGibb https://t.co/0bhRJGUJql"
"60","@ianbremmer I have no kids, myself. But it is hard to believe that so many conservative parents are totally cool with this."
"61","@CaseyJ_516 Let's get a win today! #lgm https://t.co/KsHSDt2gbT"
"62","Mets fans before today's game after two straight shutouts.
#lgm #mets https://t.co/4nnwgja9GT"
"63","@CNN Not paying his debtors... Taking a page from the Trump guide to shady business, I see."
"64","@GRChrzak https://t.co/G7AhmQ6EaT"
"65","@genymets And more importantly, no walks."
"66","@Its_Mariss He's been our most reliable pitcher today."
"67","Reminder: the Yankees once blew a 12 run lead in the 8th against the Red Sox. So there is still hope for the Mets..… https://t.co/AcdWb6uR0d"
"68","@NewsHour Good. Teachers' lives aren't disposable just because your politics won't protect them."
"69","Just let Hunter finish the game. No point in wasting any other players on this tragedy. #lgm    #mets"
"70","@business Deep sea extraction. What could possibly go wrong..."
"71","@MelissaCarbal14 Painful to watch."
"72","#lgm https://t.co/OeVCjPNKH0"
"73","Don't want a circus, then don't take a clown as a client.
#Trump #TrumpIndictments https://t.co/Scnr6ZoDBp"
"74","@business Of course. High demand and low production drives up revenue without adding any operating costs. All at th… https://t.co/kHzVzsJCYR"
"75","This is a terrifying read about how under-protected we are from identity fraud and how corporations are compelled n… https://t.co/hHPDA91skG"
"76","@GRChrzak I can only assume he's lying about being a fan. Haha"
"77","@genymets @Billsfan1712 Looks like they took offense to everyone saying Mets had no bullpen this year."
"78","@owillis @MattGertz https://t.co/tNCAuyQaZj"
"79","Time to switch from my Mets jersey to my Devils jersey. Love this time of year! 
#lgm    #njdevils"
"80","That'll do. Thanks!"
"81","Can we wrap this up quick? I need to switch over to the Devils game. Please and thank you.

#LGM #njdevils"
"82","@GRChrzak I wish they could all be winning seasons..."
"83","@kieran_mcgirl https://t.co/m35uGxnBzu"
"84","@genymets After hearing about how we don't have a bullpen this year, it's nice to see them deliver."
"85","@doll_aim He sizzled that inning."
"86","@pppatticake Love when our bullpen comes through."
"87","@MetsAvenue Looks like Mets fans fell in love with him after that inning."
"88","3 up. 3 down. Let's hope this is the first of many strong outings for Raley this season. 
#LGM"
"89","@owillis I'll stand for it. Hell, I'll sit, squat, lean, or even roll over for it."
"90","@GSDStax They sure know how to keep it exciting."
"91","@GRChrzak If the bats can support, it should be another good year."
"92","What is it they say... don't break the law if you don't want consequences. #FAFO #TrumpIndictment https://t.co/V6ygQ5laPk"
"93","@MelissaCarbal14 Love the starting three of our lineup."
"94","Kinda hate the pitch clock. Prefer the old casual pace of the game. #mlb #LGM"
"95","@LakotaMan1 @HonorDecency Oompa loompa doopity doo,
If you touch fluffy cow, 
he will kill you."
"96","""Horrified and heartbroken"" seems to be the GOP party line. https://t.co/2PYaQuUR2A"
"97","Conservative states: ""We don't have homeless. That's a liberal city problem.""

Also Conservative states: ""You are h… https://t.co/hJgqHucilN"
"98","@SteelTitan94 @antifaoperative Where have I seen this mostly black uniform before??? https://t.co/5NQ6ahxdkH"
"99","2. ChatGPT

Purring ball of fur, 
Graceful feline form at rest, 
Content in your world."
"100","Compare to the Chat GPT cat haiku: 

Purring ball of fur, 
Graceful hunter, lazy pet,
Content in sunbeams."
"101","3. 
Soft fur, warm purr, 
Jumping, chasing, playing,
A friend forever."
"102","2.
Soft fur, sharp claws,
Aloof, yet loving creatures.
A perfect pet."
"103","After getting access to Bard, Google's AI chat bot, I put it to use doing the most important thing I could imagine:… https://t.co/tMfbBV9PoQ"
"104","@coupleofriends @NewsHour 47th in education. Maybe bathrooms are the least of their problems. Enjoy third-world Ame… https://t.co/QqaHGnBlRs"
"105","@NewsHour News like this only serves to reinforce the fact that I will never visit these states."
"106","@business When did conservatives turn into environmentalists? If it was oil killing dolphins, would they still care?"
"107","@Carolinfante09 @AP I was a teacher for over 10 years before quitting. I'm so much happier in the private sector. I… https://t.co/PLVermBEc3"
"108","@AP And we wonder why teachers are leaving the profession in droves..."
"109","@mikemayer22 For what I pay for the @MLB app, all games should be available there for no extra charge."
"110","@GRChrzak Yeah. The job market is ridiculous right now. I continue to hear horror stories from frustrated job hunters. And now AI..."
"111","Typical corporate nonsense at the expense of those looking for work. https://t.co/6WI4onLtIJ"
"112","@theirishking @business There is likely some real truth to that. It's hard when you feel like you can't afford leave, even if you want to."
"113","@MikePicano @business https://t.co/vfQccwtzct"
"114","Mets season is off to a strong start... good grief.
#LGM #Mets
https://t.co/SlpQh79ZWn"
"115","@SNYtv @gappleSNY @SteveGelbs @martinonyc @jerryblevins This season is off to a great start..."
"116","@business That's because it is too expensive to live alone. I'd live with anyone if it meant splitting the bills."
"117","@business This is a huge step up over our current system... which is just making drugs in the Utah desert. https://t.co/AewlzYW4E4"
"118","My credit card keeps trying to get me to sign up for a ""pay over time"" program. Am I missing something? Aren't cred… https://t.co/KsBVq3LvQl"
"119","I like Twitter's new policy of showing me more and more accounts that I won't like in my feed. It makes it easier t… https://t.co/bhD6UWTowq"
"120","@liberallyLV We don't bail out students loan holders though. That's socialism... 

Capitalism is a joke. We just ke… https://t.co/wBn37VlkZr"
"121","@JoshuaPHilll It's no fun for them anymore now that we expect them to be decent people..."
"122","@chris_honeybee CNN literally just ran a story about a toddler in Texas shooting her sibling... We need a little le… https://t.co/A2wIedy2LL"
"123","I work as a copywriter. Instead of giving me my first raise in 2 yrs, they paid good money to an agency to generate… https://t.co/R1D64HgNjJ"
"124","@sillyparrotwalk @tedcruz Even more important, who got us in Afghanistan? Bush and the GOP."
"125","@tedcruz That disaster in Afghanistan belongs to Bush. Let's not just gloss over that little walking war crime. Bus… https://t.co/DCuHhKSQlT"
"126","@ChristinJoy77 I haven't had cable for the last 20 years. Haha. So I haven't been able to watch many games. But I r… https://t.co/UfrP8EZn8n"
"127","@dmddusseau Well then, awesome! As much as I hate to see the Devils fall behind, I love to see a fellow New Jerseyi… https://t.co/13IpjhPk2j"
"128","So Washington playing Bruce Springsteen after the Caps scored was definitely meant as a dig, right?

#NJDevils   … https://t.co/iOHZHZTpYQ"
"129","@elonmusk Not even because people I know follow you. Just shoving this in our faces... poor billionaire... https://t.co/fzqbktE178"
"130","@elonmusk I don't follow you. Yet you appear in my feed constantly. What kind of narcissist are you, forcing your tweets on everyone?"
