"","text"
"1","What if James Comer’s secret witness was actually… Hunter Biden?!! 🤯 https://t.co/3UmZNJUW4w"
"2","@unclepatrick211 Pretty much. Republicans always think God is on their side."
"3","@JamesHi71217425 🤣"
"4","@jess_flores The Ramen Shaman is helping him build it."
"5","@Michael58892792 $100 says he’s fucking a sheep right now. 🤣"
"6","@jitterypillow41 😂"
"7","@bahls_harold My thoughts exactly."
"8","$20 says Quaid starts building an ark. https://t.co/iieHNujOLz"
"9","@Retrievals1 Fuck no!"
"10","@bader_diedrich @davedavieskinks I’ll bring it right back. Jeesh! https://t.co/iysBzaDp8T"
"11","@MariahS_724 Feel better soon. ❤️"
"12","@JohnSteiner32 We’re going to end up sacrificing benefits for vets and seniors to get this deal done. That’s the co… https://t.co/9cydQ71K9q"
"13","@rex197878 Are they all on drugs? What is going on? Republicans are insane! I can’t even joke about it fast enough."
"14","Omg! Watch this. How do you confuse DeSantis with your own last name?!!! The fuck is wrong with these people? https://t.co/yQtnaMFAkN"
"15","@FrankMikeDavis1 A 1980’s text message."
"16","@1MarineCorpsVet It’s definately Elon protecting right wing accounts."
"17","@EMartin100111 It’s complete bullshit."
"18","@SundaeDivine Yup."
"19","Elon can get fucked too. This only pops up when I comment on right wing accounts. https://t.co/TAFCj3CoWw"
"20","If we wait long enough, MTG might actually impeach herself."
"21","@KeysToTheCourt1 Good god!"
"22","@theliamnissan It’s a Wonka toilet!"
"23","@NitaTung23 Just lightning though."
"24","@paulscarpelli @Logically_JC Except I don’t sell kevlar to paranoid incels like Jones does."
"25","I’m watching Animaniacs and I have so many questions. https://t.co/ZcuIUKwDFP"
"26","@paulscarpelli @Logically_JC Let’s get weird! 🤣 https://t.co/bc0OZbDioB"
"27","@Logically_JC About time! 🤣"
"28","@TimothylParson1 I ready. Let’s indict the orange fker."
"29","@7Veritas4 The suits better be charged!"
"30","@thegoodgodabove My bad!"
"31","@RonFilipkowski Holy crap, I want that man’s weed!"
"32","She caught us! No, really, I thought Trump was the one dividing that party. https://t.co/PKhpLc6ayA"
"33","Or, and hear me out, maybe he’s just a complete asshole. https://t.co/v0TOoq2lLl"
"34","@mariana057 “Watto, you’re late for school!”"
"35","If “axe murderer” was a look. https://t.co/1yYHqj70n3"
"36","@mmpadellan I sure as hell ain’t keeping my mouth shut. How can we be civil at this point?"
"37","@RoryOCleary It doesn’t work on anybody."
"38","If your mom names you Elmer, try like hell not to shoot your eye out. https://t.co/DSxiES2sJF"
"39","You should all be preparing for a debt default. I’m not sure there is enough rationality left in the Republican par… https://t.co/nwnwVDLZ0Q"
"40","@Michell33650674 We do take it for granted sometimes."
"41","@patriottakes So does the devil."
"42","@iTango10 At a sports physical."
"43","@NotHoodlum He doesn’t have to imagine anymore."
"44","@10handles Let’s do it!"
"45","The Oath Keepers and the Proud Boys have gone down for seditious conspiracy…

You know what comes next. No ship sho… https://t.co/2BjRrmQbvE"
"46","@LisaSidner Right?!"
"47","@RoryOCleary Funny and useful."
"48","@Logically_JC I finally blocked Brigitte Gabriel and Nick Adams, it’s so liberating!"
"49","It’s not like the gay community is going around telling people that they have to be gay too. 🌈"
"50","@ChiefJimHop @theliamnissan Man, there really is a gif for everything."
"51","@NitaTung23 Lightning."
"52","@8WithATiara Bless your heart."
"53","@dutchessprim It’s not like we need water or anything. Fuck this SCOTUS."
"54","@7Smite4 Can do. https://t.co/urGxuJ9oIm"
"55","@Timcast It actually just means you’re not a whiny bitch."
"56","@MrHyde59 Don’t get your hopes up, it could be a flood instead."
"57","@OntjaH Yeah but some people think the windmills are a Chinese conspiracy to wipeout North American bird species. I can’t make this up."
"58","@Alan78174572 I had a dream once that I was being chased by bloodthirsty bunny rabbits, it turned out to be a movie from the 70’s."
"59","I actually have proof that COVID-19 is an imaginary virus cooked up in a Chinese lab by alien lizards and spread by… https://t.co/mRBlkg8iRO"
"60","It feels like half of my social life is spent debunking windmill conspiracy theories that people hear on podcasts."
"61","@FROzenLiberal A twitter hiatus can be very healthy. Someday I will learn that lesson. Welcome back!"
"62","@DerekNeverFails Sue her. It’s considered slander if untrue."
"63","It would be hilarious if Hunter Biden never even owned a laptop."
"64","@KeysToTheCourt1 Every day! 😁"
"65","@KeysToTheCourt1 I just let Jesus steer the car."
"66","@SAYiayia_210 It’s an armageddon thing."
"67","Can I get a quote? https://t.co/8nLjasp6tL"
"68","@kwok_xian No comment. 🤣🤣"
"69","@theangriestbuni “Uh oh, an error was encountered” is kinda Elon’s motto."
"70","Trump vs DeSantis is off to an amazing start. https://t.co/HQOEeJTbgE"
"71","What, no grand wizard? https://t.co/5tRGC7HOsY"
"72","Please abide by the decorum of the house this morning on twitter."
"73","@thejackhopkins I think it will be next year."
"74","@TG22110 Some people got mad skills. 🤣"
"75","Why I love twitter. https://t.co/IptMn9HjFI"
"76","@RikHavic 🤣"
