"","text"
"1","Great chart from @nytimes comparing #ACA with House Republicans' proposal. https://t.co/o1iVqpJZ3j"
"2","@LastWeekTonight segment about @DalaiLama is eye-opening. The Chinese tried to name their own Panchen Lama? #ChineseRepealandReplace"
"3","@butjillsaid oh please, you love it. No one will ever know those bottles are empty. #dummybottles #allthecheese #datbklynlife"
"4","Only @BetsyDeVosED stands between trans kids rights and @USAGSessions? #AndHesWinning #HowDidWeGetHere   https://t.co/7FogN8KcEl"
"5","Really? #SenateRepublicans couldn't wait a relative 2 seconds for the release of these e-mails? #FoxInTheHenHouse https://t.co/zjGEk7ElNA"
"6","Travel - Obama: $97M in 8yrs. Trump: $10M this month for Mar-a-Lago; $187M per year to guard TT. Some right into hi… https://t.co/2Ud838gMFZ"
"7","@jonlovett I’ve never heard a more appropriate or well-timed #KellyClarkson reference. @PodSaveAmerica #SinceYouveBeenGone"
"8","Finally listening to the @PodSaveAmerica taped in Brooklyn. Insightful comments from the boys, @BilldeBlasio, and @alexwagner. @crookedmedia"
"9","RT@SenateDems
2016 Sen. McConnell: There will not be hearings or votes
2017 Sen. McConnell: Treat our nominees the same as Obama's
#YouGotIt"
"10","Why isn't anyone talking about this? ""'Almost everything went wrong,' the official said."" https://t.co/euZozZOUhA"
"11","It's heartening to see people coming together to protest these not vetted and discriminatory executive orders.… https://t.co/nS8bACk9RX"
"12","This is what happens when you try to govern without a mandate."
"13","Great comments this morning by @tomfriedman on policy interconnectivity and @POTUS blindness to it. #TheyDontDoTheirHomework"
"14","#amen https://t.co/esoHBMXNVU"
"15","Protesters shouting accusations of racism have disrupted #SessionsConfirmation 3 times in the first 30 minutes."
"16","It's telling that Sen. Collins is tyring to convince the Jud. Committee that Sen. Sessions is not a racist. #SessionsConfirmation"
"17","@bostonmarathon &amp; @MBTA began in 1897. But these @saucony kicks, inspired by both, will prbly get you there faster https://t.co/YeNQvjYdTO"
"18","Proud of the @MA_Senate for continuing to pass important #CriminalJustice reforms eg #Tagging #nonpaymentoffines and #communitycorrections"
"19","#GE apparently more progressive than @CharlieBakerMA? #ExitStageRight https://t.co/uPYQy5lZ6C"
"20","188 years ago today, #NoahWebster published his first #AmericanDictionaryoftheEnglishLanguage, removing ""U"" from color and honor! #killinit"
"21","Terrible yet hilarious. Maybe she'll think it was all a bad dream... #thecatyouidiot #ZombieApocalypse #FUNFETTI 
https://t.co/JWCDgYNY0m"
"22","Informative pres. candidate tax calculator from @voxdotcom. How will each candidate's plan affect you? #Election2016 https://t.co/xc7BCjrHkg"
"23","Awesome @BostonGlobe photos of the month! Now I wanna go to the #HarborArtsOutdoorGallery #NewEngland #Culture https://t.co/IK32MhD3Kq"
"24","Great day in the @MA_Senate! An Act to Improve Public Records released and #PayEquity and #ClimateChange bills passed unanimously! #KillinIt"
"25","@MajorLockhart  https://t.co/FL9HHbWgsI"
"26","@butjillsaid Do I? Is @lashikaga a beautiful, naive sophisticated, newborn baby? #Obvi"
"27","Just fantastic! RT @maura_healey: Snack break! #mapoli #maag http://t.co/n6q7XuUFAX"
"28","Lots of support for @marthacoakley at the last debate before the Primary! #TeamMartha #magov14 #NECN #NewtonMA http://t.co/vvwtkM42zI"
"29","Great article about The Real @marthacoakley on the front page of the Globe today! #AboveTheFold #TeamMartha #MAGov http://t.co/HBL9Ss4YYF"
"30","Talked to so many great @marthacoakley supporters while knocking on doors in #Brighton today! 9/9 here we come! #DemDoors #TeamMartha #MAGov"
"31","#SoThatHappened http://t.co/1cfubWVR06"
"32","@samnurick Ummm This #HD software is basically rocking my world right now. #JustSayin #NoButtonPushing #Science"
"33","Well, I'm tryin' not to hate hate hate hate hate but @taylorswift13 should make make make make make #ShakeItOff... available on #Spotify."
"34","Great to see strong support for @marthacoakley in #MedfordMA! #TeamMartha #MAGov #MAPoli http://t.co/aO5hn1AkgO"
"35","""Stay away from my sugar brioche!"" -A 5yo to his hungry looking Labrador outside @TatteBakery"
"36","PRT@marthacoakley: Register to vote for the September 9th primary! The deadline is this Wednesday! --&gt; http://t.co/DQxwlJWRaM #mapoli"
"37","#MustHave RT@BostonTweet: The new Boston t-shirts at @CitySports are pretty sweet. http://t.co/gktPHKiHZJ"
"38","Working to send @marthacoakley to the State House! #TeamMartha #magov http://t.co/8bZn16GtU3"
"39","@butjillsaid it makes everything better! my head this morning = #LoveStory #TS. #BBMak #BabySetMeFree @lashikaga"
"40","@butjillsaid Let the nonsense begin! All of Manhattan will be a buzz! #IgnoreThePapparazzi #SpeakingOfManhattansAndABuzz"
"41","@butjillsaid I'm lost at sea. The radio is jammin', bet they won't find me. I swear it's for the best. #AndIveBeenUpForDays"
"42","@butjillsaid @unepamplemousse @ZMercer #TotalSuccess"
"43","@butjillsaid Totally. Wish I had thought to bring a shirt to cover my eyes with. #ShouldaCouldaFlannel"
"44","@ZMercer #BadNews RT @ezraklein: Olive Garden’s on the rocks. Is it the economy, or just bad food? http://t.co/fQc5hIQkCW”"
"45","@butjillsaid It was immovable, even in the face of a warm Australian breeze. #YourGirlfriendsABitch"
"46","@butjillsaid #CrystalMissesYou #Solarium4Life"
"47","@jgarmentano UGH! Already at work!!!! #WeWereAllInLoveAndWeAllGotHurt"
"48","@jgarmentano #StronglyAgree #AzizSilverLining"
"49","@butjillsaid @jgarmentano @ZMercer #TOTALLYFORGOTABOUTISLA #shameonme"
"50","@jgarmentano @ZMercer @butjillsaid Armentano's right, sorry to say. #SomeFriendIIam"
"51","@butjillsaid @ZMercer @jgarmentano @unepamplemousse #Agreed"
"52","@jgarmentano @ZMercer @butjillsaid Maybe the whole thing should be summer camp-themed. #BugJuice #ParentTrap #SaluteYourShorts"
"53","@ZMercer @jgarmentano @butjillsaid I'll clean my trashcan, Jill's on iced T and could someone get Kehm on the horn for the #TXMOONSHINE?"
"54","@jgarmentano You're in charge of J-Shots for Saturday. #Obvi #AssistanceFrom@ZMercer #AnyJShotLyrics? @ZMercer should also make #PUNCH!"
"55","#UpIsDown RT @chrislhayes: Court clerk fired for helping free wrongfully convicted man. (Yes, you read that right) http://t.co/VdjzofCDGN"
"56","Silent prayer seems more sustainable. RT @TheOnion: New Super-Fast Transport System Powered By Passengers’ Screams http://t.co/8x5QRZkXs9"
