"","text"
"1","@Abraxsys cuneiform"
"2","Mitch McConnell is full of shit. https://t.co/Sy05DJPZ15"
"3","@TheRealDudja forget that you are expecting company."
"4","https://t.co/RzXOlRk9qI"
"5","@RpsAgainstTrump perhaps clone him in a peach tree dish?"
"6","To me personally, as well as most all people I know, the GOP will remain known as the GQP until those who are membe… https://t.co/E9zDfglIQG"
"7","@RpsAgainstTrump herpes simplex"
"8","@LngBch_Hwn i can’t think of nothing more hollow and full of shit at the same time as these republican politicians we have."
"9","@JLP_2022 they never see the irony, i once put a bumper sticker on a local preachers car, it said in bold letters j… https://t.co/oQDOAlzqWa"
"10","@LadyDLuvs420 it’s not really believable until it looks like a cat is tweeting."
"11","@Sundog512 @MikeJoPro @blueinreddot i usually don’t see such softball questions on twitter but this is a no brainer… https://t.co/rgAnEHmfZF"
"12","@CoffeyTimeNews I agree, especially since they (gqp) want to go backwards in time, they should get the punishments of the past."
"13","@PatMaguire10 i think i passed that trailer on the way home."
"14","@Shannon27606392 i’m kinda looking forward to seeing some faces short circuit in real time. i saw several shirts as… https://t.co/IF0oCMPBlQ"
"15","@cannoli1000 @Masks4Life that’s exactly what i have told doctors in the past."
"16","@FoxNews major breaking news here. 🤣"
"17","@duconspace intelligence is the ability to adapt to change. signed steven hawking"
"18","@deby0922 Hey sorry about that, I got you."
"19","If praying did absolutely fuck all, you wouldn’t have a job as a public figure. https://t.co/RiB3Jp8dj6"
"20","Here I am, all broken hearted 
Yesterday I tried to shit, but only farted 
Today I took a chance
I tried to fart bu… https://t.co/jYAvGeckuK"
"21","@Shannon27606392 Love it, thanks for the tip, ordering mine the second this is tweeted."
"22","@Coca44791276 First meme to actually make me lol of the night. Good one."
"23","@CheyanneDakota1 @DarlaStephen2 perhaps this is what you was imagining 🤣 https://t.co/tWC8T4Y8nh"
"24","@Sophia_Nyx https://t.co/NHK8zGHhDA"
"25","@misreadbible you seriously don’t know matter is required to reflect the light you see?"
"26","@JessicaUSAF i can’t help but hear ac/dc’s whole lot of rosie when i see that."
"27","@Big_Dead_Bird imagine him standing on his head, then the face will make sense."
"28","@theseloshop who’s on the other side of the wall that opens up the valve?"
