"","text"
"1","The Little Mermaid isn't white, if you knew anything about the lore you would know she was green. https://t.co/fReSp0Jo6Z"
"2","You are a fucking clown https://t.co/DDFLVq53EH"
"3","@bossmaynelaiyah That dog look scared as fuck. He like get me dafuq outta please mayne!!!!!"
"4","These African 🦝🦝🦝🦝 bruh https://t.co/Xn72BauTVu"
"5","Man Cersei was a such a hoe bruh. But tbh I probably would've smashed.💀💀💀 https://t.co/k1628s9Apm"
"6","https://t.co/U85ckuhiTG https://t.co/n06ZoxT4wB"
"7","This would be so fucking stupid. https://t.co/vVQaBlci5d"
"8","Most cops are pussy ass bitches https://t.co/wLa6T5KA40"
"9","Can't wait to see this traitor catch a yeet. https://t.co/5t4Coal34c"
"10","@Mazheng123 @Sunshine_frenzy People are so weird. Imagine actually hating an actor because of a TV character they played."
"11","I'm sorry did Aemond not fuck up that terrorist Rhaenys? https://t.co/mbvzDrKnNI https://t.co/IlsO20vJCR"
"12","Insane https://t.co/BNbRx1bZi2"
