"","text"
"1","@brujamala_666 @DirtyTeach @76Quiet @charmingmoms Hi!"
"2","@realTuckFrumper Total bull. He knew."
"3","@Mary9527101 Superb."
"4","@kangaroos991 He did a lot for the richest American people!"
"5","@Logically_JC They blame him for the lock downs."
"6","@MadScientistFF Replace Schumer with Richard Lewis"
"7","Wordle 706 3/6

⬜🟨⬜🟨⬜
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩"
"8","@8WithATiara It causes me to worry the meal might kill me!"
"9","@TheRealDudja Slide down the bannister."
"10","@MuellerSheWrote @RepJamesComer https://t.co/SwNSk6BKwC"
"11","@ad6284791 I love it!"
"12","@KeneAkers Racists are gonna racist."
"13","@Bloodiamondbaby Maybe DB Cooper's money?"
"14","@sharon__celeste Beautiful!"
"15","@larrylazy36 Do they take PayPal?"
"16","@vickiringer Women need to vote as if their lives depend on it. They do."
"17","@AnnieForTruth Dangerous as well."
"18","@softtail65 Thin Lizzy - Whiskey in the Jar"
"19","@yunglysxxx 6th time is the charm?"
"20","@AnnieForTruth https://t.co/IlxZZx1JnR"
"21","@sloyoroll01973 Evil and cruel."
"22","@Big_Dead_Bird If they want any chance of re-election they will!"
"23","@realTuckFrumper He should be considering what he is going to do when he loses his bid."
"24","@RikHavic Nice one."
"25","@JosephAvaI64734 Firm!"
"26","@EdinaDebbie Wordle 705 4/6

🟨⬜⬜🟩⬜
⬜🟩⬜🟩⬜
⬜🟩⬜🟩⬜
🟩🟩🟩🟩🟩"
"27","@highbrow_nobrow Republicans will be voted out in record numbers if it were to happen!
It won't happen, though!"
"28","@Pastarte1234 He can bluster all he wants to, he is far from having the votes to default!"
"29","@DianeBernaerts Or anywhere else."
"30","@patriottakes He made racists proud to be racists."
