"","text"
"1","@rksf2 Icon in every way"
"2","This was a fun one to work on. Proud to be from @clairecmc 's Missouri. https://t.co/Xvq4MeWNOF"
"3","🎉🎉 https://t.co/B96AD4TaR5"
"4","The judge has not yet issued a decision in MDP et al. v. Jacobsen. Follow along here: 
https://t.co/WUhnsmlLfM"
"5","On behalf of @EliasLawGroup, it has been an honor to work with @MTDems, @PerkinsCoieLLP, @ACLUMT, @ACLU,… https://t.co/h6dcOhh1V8"
"6","Around the country, Republican politicians have bolstered Trump's Big Lie, then claimed that resulting concerns abo… https://t.co/m9BOLH4Q5R"
"7","There is no widespread voter fraud in the United States. 
https://t.co/YMGcidN9TF"
"8","While the state alleged that these laws are necessary to promote “voter confidence in elections,” the evidence at t… https://t.co/zwUtixnG8n"
"9","We presented evidence that these laws unconstitutionally burden the right to vote, and that the state's purported j… https://t.co/HRoF3lQXUA"
"10","Yesterday concluded our trial challenging a package of voter suppression laws that make it harder for young, rural,… https://t.co/ouOSO62RTv"
"11","This sounds like the plot of an unrealistic, dystopian novel. But it’s real people and real babies and the real con… https://t.co/wD5VR65c9E"
"12","July 31, 2022. https://t.co/M0na4DaE1Z"
"13","And @jjasras is undoubtedly one of the best and brightest. @EliasLawGroup /America is lucky to have her in this fig… https://t.co/UyXdikEGaS"
"14","@BostonGlobe's @the_emancipator published a list of 15 ""voting rights heroes."" If there is a silver lining to the s… https://t.co/ePcnKpeaIH"
"15","@Rubinations Opened the link and let down to discover that you did not write this"
"16","@EliasLawGroup shares this victory with @ACLU @ACLUMT @wnativevoice  
@MTYouthAction @HLSElectionLaw"
"17","We are scheduled to have a full trial this summer, where we will seek to permanently invalidate these unconstitutio… https://t.co/gPS3FZ39Mh"
"18","This is a big win because 1) the laws will no longer be in effect, at least until a full trial on the merits, and 2… https://t.co/RVK00XAg3d"
"19","When Montana passed voter suppression laws that made it harder for Native, low-income, elderly, disabled, and young… https://t.co/OxnprEAwZM"
"20","Spoiler alert: we (democracy) won. @EliasLawGroup https://t.co/pVJkInVQsn"
"21","@Rubinations Congrats!!! 💜💜💜💜"
"22","@ssklug Goalz"
"23","@AaronMukerjee @EliasLawGroup"
"24","🚨 Arkansas drew congressional districts that illegally dilute the voting power of Black Arkansans, so we sued. We’r… https://t.co/3G7rZo5iRW"
"25","Thrilled and grateful to be 1 of the 70, and ready to get to work on @EliasLawGroup ’s mission to help Democrats wi… https://t.co/6D5LtQn6AM"
"26","We should all learn from @dereckapurnell and her vision of a compassionate society that cares more about fixing pro… https://t.co/RS2qWFiqVW"
"27","On one side is recognition that people can structure their lives in all kinds of different good, ethical, loving, h… https://t.co/yxG2bYPqok"
